date,cost_of_sales,selling_price,net_profit,project_name,project_category
2000-06-21,3187.59,4064.01,876.42,Proj8,Category3
2000-06-22,4023.5650000000005,3936.84,841.79,Proj5,Category2
2000-06-23,3809.208,3845.34,915.18,Proj5,Category2
2000-06-26,3039.18,3912.12,872.94,Proj6,Category2
2000-06-27,2830.59,3858.96,1028.37,Proj3,Category1
2000-06-28,3026.4,3940.34,913.94,Proj3,Category1
2000-06-29,2902.62,3877.23,974.61,Proj1,Category1
2000-06-30,3226.89,3966.11,739.22,Proj2,Category1
2000-07-03,3093.88,3991.93,898.05,Proj4,Category2
2000-07-05,2989.26,3863.1,873.84,Proj7,Category3
2000-07-06,3108.9,3960.57,851.67,Proj7,Category3
2000-07-07,3053.84,4023.2,969.36,Proj1,Category1
2000-07-10,3993.6910000000003,3980.29,908.22,Proj5,Category2
2000-07-11,2848.46,3956.42,1107.96,Proj4,Category2
2000-07-12,3082.02,4099.59,1017.57,Proj1,Category1
2000-07-13,3143.15,4174.86,1031.71,Proj3,Category1
2000-07-14,3215.96,4246.18,1030.22,Proj8,Category3
2000-07-17,3225.81,4274.67,1048.86,Proj7,Category3
2000-07-18,3324.3,4177.17,852.87,Proj1,Category1
2000-07-19,3029.88,4055.63,1025.75,Proj6,Category2
2000-07-20,3144.73,4184.56,1039.83,Proj7,Category3
2000-07-21,2874.61,4094.45,1219.84,Proj7,Category3
2000-07-24,2892.05,3981.57,1089.52,Proj1,Category1
2000-07-25,2968.33,4029.57,1061.24,Proj2,Category1
2000-07-26,4231.2300000000005,3987.72,1166.9,Proj9,Category3
2000-07-27,2911.21,3842.23,931.02,Proj3,Category1
2000-07-28,2662.59,3663.0,1000.41,Proj2,Category1
2000-07-31,2950.28,3766.99,816.71,Proj7,Category3
2000-08-01,2739.39,3685.52,946.13,Proj1,Category1
2000-08-02,2848.41,3658.46,810.05,Proj3,Category1
2000-08-03,2795.35,3759.88,964.53,Proj2,Category1
2000-08-04,2854.23,3787.36,933.13,Proj1,Category1
2000-08-07,2954.1,3862.99,908.89,Proj2,Category1
2000-08-08,3016.46,3848.55,832.09,Proj6,Category2
2000-08-09,3018.53,3853.5,834.97,Proj1,Category1
2000-08-10,2784.04,3759.99,975.95,Proj6,Category2
2000-08-11,4266.96,3789.47,944.83,Proj9,Category3
2000-08-14,2888.37,3849.69,961.32,Proj6,Category2
2000-08-15,2890.31,3851.66,961.35,Proj4,Category2
2000-08-16,2812.08,3861.2,1049.12,Proj1,Category1
2000-08-17,4366.485,3940.87,1029.88,Proj9,Category3
2000-08-18,4424.64,3930.34,980.58,Proj9,Category3
2000-08-21,2873.36,3953.15,1079.79,Proj3,Category1
2000-08-22,3043.44,3958.21,914.77,Proj4,Category2
2000-08-23,3155.86,4011.01,855.15,Proj1,Category1
2000-08-24,3063.96,4053.28,989.32,Proj8,Category3
2000-08-25,3823.56,4042.68,1101.48,Proj5,Category2
2000-08-28,3088.05,4070.59,982.54,Proj1,Category1
2000-08-29,3109.92,4082.17,972.25,Proj3,Category1
2000-08-30,3276.74,4103.81,827.07,Proj7,Category3
2000-08-31,3244.61,4206.35,961.74,Proj3,Category1
2000-09-01,4823.16,4234.33,1018.89,Proj9,Category3
2000-09-05,3981.9910000000004,4143.18,1080.11,Proj5,Category2
2000-09-06,2988.45,4013.34,1024.89,Proj1,Category1
2000-09-07,2928.54,4098.35,1169.81,Proj4,Category2
2000-09-08,2931.78,3978.41,1046.63,Proj3,Category1
2000-09-11,2931.57,3896.35,964.78,Proj6,Category2
2000-09-12,2880.07,3849.51,969.44,Proj8,Category3
2000-09-13,4431.705,3893.89,939.42,Proj9,Category3
2000-09-14,2879.52,3913.86,1034.34,Proj2,Category1
2000-09-15,2768.49,3835.23,1066.74,Proj3,Category1
2000-09-18,2892.09,3726.52,834.43,Proj8,Category3
2000-09-19,2865.07,3865.64,1000.57,Proj7,Category3
2000-09-20,4315.89,3897.44,1020.18,Proj9,Category3
2000-09-21,3714.2690000000002,3828.87,971.74,Proj5,Category2
2000-09-22,2853.14,3803.76,950.62,Proj4,Category2
2000-09-25,2736.07,3741.22,1005.15,Proj3,Category1
2000-09-26,2825.71,3689.1,863.39,Proj3,Category1
2000-09-27,2661.62,3656.3,994.68,Proj3,Category1
2000-09-28,2937.92,3778.32,840.4,Proj7,Category3
2000-09-29,2779.81,3672.82,893.01,Proj1,Category1
2000-10-02,3608.3190000000004,3568.9,793.27,Proj5,Category2
2000-10-03,2820.57,3455.83,635.26,Proj6,Category2
2000-10-04,3617.7960000000003,3523.1,740.18,Proj5,Category2
2000-10-05,3328.286,3472.1,911.88,Proj5,Category2
2000-10-06,2522.36,3361.01,838.65,Proj6,Category2
2000-10-09,2450.82,3355.56,904.74,Proj1,Category1
2000-10-10,2292.8,3240.54,947.74,Proj6,Category2
2000-10-11,2335.09,3168.49,833.4,Proj2,Category1
2000-10-12,2852.0180000000005,3074.68,880.82,Proj5,Category2
2000-10-13,2496.4,3316.77,820.37,Proj8,Category3
2000-10-16,2319.31,3290.28,970.97,Proj8,Category3
2000-10-17,3732.96,3213.96,725.32,Proj9,Category3
2000-10-18,2346.04,3171.56,825.52,Proj1,Category1
2000-10-19,2611.13,3418.6,807.47,Proj6,Category2
2000-10-20,3189.6410000000005,3483.14,1029.57,Proj5,Category2
2000-10-23,2570.58,3468.69,898.11,Proj8,Category3
2000-10-24,2579.31,3419.79,840.48,Proj3,Category1
2000-10-25,2372.37,3229.57,857.2,Proj3,Category1
2000-10-26,2553.06,3272.18,719.12,Proj8,Category3
2000-10-27,3220.7369999999996,3278.36,800.87,Proj5,Category2
2000-10-30,2502.29,3191.4,689.11,Proj4,Category2
2000-10-31,2610.53,3369.63,759.1,Proj3,Category1
2000-11-01,2537.5,3333.39,795.89,Proj2,Category1
2000-11-02,2409.96,3429.02,1019.06,Proj8,Category3
2000-11-03,2448.82,3451.58,1002.76,Proj7,Category3
2000-11-06,2370.21,3416.21,1046.0,Proj7,Category3
2000-11-07,2536.42,3415.79,879.37,Proj1,Category1
2000-11-08,2439.23,3231.7,792.47,Proj4,Category2
2000-11-09,2523.75,3200.35,676.6,Proj2,Category1
2000-11-10,2301.28,3028.99,727.71,Proj1,Category1
2000-11-13,2194.99,2966.72,771.73,Proj6,Category2
2000-11-14,2504.73,3138.27,633.54,Proj3,Category1
2000-11-15,2489.05,3165.49,676.44,Proj1,Category1
2000-11-16,2233.51,3031.88,798.37,Proj3,Category1
2000-11-17,2402.49,3027.19,624.7,Proj6,Category2
2000-11-20,3195.315,2875.64,745.43,Proj9,Category3
2000-11-21,2034.41,2871.45,837.04,Proj3,Category1
2000-11-22,2645.3700000000003,2755.34,720.44,Proj5,Category2
2000-11-24,2900.6119999999996,2904.38,673.14,Proj5,Category2
2000-11-27,2611.791,2880.49,871.42,Proj5,Category2
2000-11-28,2747.68,2734.98,621.38,Proj5,Category2
2000-11-29,2320.31,2706.93,386.62,Proj1,Category1
2000-11-30,1974.7,2597.93,623.23,Proj3,Category1
2000-12-01,1975.27,2645.29,670.02,Proj3,Category1
2000-12-04,2005.34,2615.75,610.41,Proj3,Category1
2000-12-05,2104.15,2889.8,785.65,Proj7,Category3
2000-12-06,2068.96,2796.5,727.54,Proj1,Category1
2000-12-07,2916.675,2752.66,808.21,Proj9,Category3
2000-12-08,3504.09,2917.43,581.37,Proj9,Category3
2000-12-11,2216.51,3015.1,798.59,Proj2,Category1
2000-12-12,2184.05,2931.77,747.72,Proj3,Category1
2000-12-13,2332.15,2822.77,490.62,Proj7,Category3
2000-12-14,2108.88,2728.51,619.63,Proj6,Category2
2000-12-15,2011.64,2653.27,641.63,Proj2,Category1
2000-12-18,1994.66,2624.52,629.86,Proj6,Category2
2000-12-19,1725.17,2511.71,786.54,Proj4,Category2
2000-12-20,2188.472,2332.78,649.34,Proj5,Category2
2000-12-21,1658.18,2340.12,681.94,Proj6,Category2
2000-12-22,1893.96,2517.02,623.06,Proj8,Category3
2000-12-26,2095.03,2493.52,398.49,Proj7,Category3
2000-12-27,1873.25,2539.35,666.1,Proj6,Category2
2000-12-28,2048.47,2557.76,509.29,Proj8,Category3
2000-12-29,2090.49,2470.52,380.03,Proj4,Category2
2001-01-02,1615.85,2291.86,676.01,Proj3,Category1
2001-01-03,1819.61,2616.69,797.08,Proj7,Category3
2001-01-04,2019.51,2566.83,547.32,Proj4,Category2
2001-01-05,2441.01,2407.65,529.95,Proj5,Category2
2001-01-08,2706.63,2395.92,591.5,Proj9,Category3
2001-01-09,2903.3849999999998,2441.3,505.71,Proj9,Category3
2001-01-10,1978.83,2524.18,545.35,Proj4,Category2
2001-01-11,2132.41,2640.57,508.16,Proj6,Category2
2001-01-12,1971.47,2626.5,655.03,Proj8,Category3
2001-01-16,2493.335,2618.55,700.6,Proj5,Category2
2001-01-17,2716.324,2682.78,593.3,Proj5,Category2
2001-01-18,2097.36,2768.49,671.13,Proj3,Category1
2001-01-19,2162.69,2770.38,607.69,Proj7,Category3
2001-01-22,2135.83,2757.91,622.08,Proj2,Category1
2001-01-23,1931.03,2840.39,909.36,Proj7,Category3
2001-01-24,2168.48,2859.15,690.67,Proj3,Category1
2001-01-25,2666.2349999999997,2754.28,703.33,Proj5,Category2
2001-01-26,2174.4,2781.3,606.9,Proj6,Category2
2001-01-29,2035.89,2838.34,802.45,Proj3,Category1
2001-01-30,2250.4,2838.35,587.95,Proj4,Category2
2001-01-31,2246.85,2772.73,525.88,Proj4,Category2
2001-02-01,2729.961,2782.79,682.82,Proj5,Category2
2001-02-02,1913.34,2660.5,747.16,Proj3,Category1
2001-02-05,3029.745,2643.21,623.38,Proj9,Category3
2001-02-06,1884.51,2664.49,779.98,Proj7,Category3
2001-02-07,3117.7799999999997,2607.82,529.3,Proj9,Category3
2001-02-08,2611.7400000000002,2562.06,820.9,Proj9,Category3
2001-02-09,2505.685,2470.97,543.52,Proj5,Category2
2001-02-12,1803.31,2489.66,686.35,Proj1,Category1
2001-02-13,1830.17,2427.72,597.55,Proj1,Category1
2001-02-14,2927.82,2491.4,539.52,Proj9,Category3
2001-02-15,2354.014,2552.91,742.13,Proj5,Category2
2001-02-16,2360.774,2425.38,609.4,Proj5,Category2
2001-02-20,2649.21,2318.35,552.21,Proj9,Category3
2001-02-21,1570.1,2268.94,698.84,Proj8,Category3
2001-02-22,1624.09,2244.96,620.87,Proj2,Category1
2001-02-23,1740.88,2262.51,521.63,Proj7,Category3
2001-02-26,1593.01,2308.5,715.49,Proj3,Category1
2001-02-27,2172.326,2207.82,536.8,Proj5,Category2
2001-02-28,1736.27,2151.83,415.56,Proj1,Category1
2001-03-01,2267.4210000000003,2183.37,439.2,Proj5,Category2
2001-03-02,1595.28,2117.63,522.35,Proj7,Category3
2001-03-05,1640.02,2142.92,502.9,Proj4,Category2
2001-03-06,1675.75,2204.43,528.68,Proj3,Category1
2001-03-07,1631.77,2223.92,592.15,Proj4,Category2
2001-03-08,1628.66,2168.73,540.07,Proj6,Category2
2001-03-09,2685.825,2052.78,262.23,Proj9,Category3
2001-03-12,1431.55,1923.38,491.83,Proj6,Category2
2001-03-13,1515.13,2014.78,499.65,Proj1,Category1
2001-03-14,1882.205,1972.09,524.24,Proj5,Category2
2001-03-15,1946.3249999999998,1940.71,643.16,Proj9,Category3
2001-03-16,1316.14,1890.91,574.77,Proj2,Category1
2001-03-19,1678.54,1951.18,272.64,Proj6,Category2
2001-03-20,1346.41,1857.44,511.03,Proj6,Category2
2001-03-21,1947.0230000000001,1830.23,332.52,Proj5,Category2
2001-03-22,1353.0,1897.7,544.7,Proj2,Category1
2001-03-23,1155.76,1928.68,772.92,Proj8,Category3
2001-03-26,1968.3690000000001,1918.49,404.36,Proj5,Category2
2001-03-27,1520.62,1972.23,451.61,Proj8,Category3
2001-03-28,1354.49,1854.13,499.64,Proj2,Category1
2001-03-29,1339.49,1820.57,481.08,Proj4,Category2
2001-03-30,1300.33,1840.26,539.93,Proj6,Category2
2001-04-02,2097.3450000000003,1782.97,384.74,Proj9,Category3
2001-04-03,1147.52,1673.0,525.48,Proj2,Category1
2001-04-04,1307.31,1638.8,331.49,Proj6,Category2
2001-04-05,1309.87,1785.0,475.13,Proj6,Category2
2001-04-06,1937.34,1720.36,428.8,Proj9,Category3
2001-04-09,1296.07,1745.71,449.64,Proj3,Category1
2001-04-10,1408.1,1852.03,443.93,Proj2,Category1
2001-04-11,1387.04,1898.95,511.91,Proj2,Category1
2001-04-12,1559.51,1961.43,401.92,Proj8,Category3
2001-04-16,1372.9,1909.57,536.67,Proj6,Category2
2001-04-17,1573.49,1923.22,349.73,Proj3,Category1
2001-04-18,1615.47,2079.44,463.97,Proj1,Category1
2001-04-19,2130.427,2182.14,543.35,Proj5,Category2
2001-04-20,1541.78,2163.41,621.63,Proj3,Category1
2001-04-23,2327.745,2059.32,507.49,Proj9,Category3
2001-04-24,1601.83,2016.61,414.78,Proj2,Category1
2001-04-25,2431.62,2059.8,438.72,Proj9,Category3
2001-04-26,1412.93,2034.88,621.95,Proj2,Category1
2001-04-27,1584.37,2075.68,491.31,Proj1,Category1
2001-04-30,1428.06,2116.24,688.18,Proj4,Category2
2001-05-01,1776.19,2168.24,392.05,Proj2,Category1
2001-05-02,1520.95,2220.6,699.65,Proj6,Category2
2001-05-03,1750.14,2146.2,396.06,Proj7,Category3
2001-05-04,1445.68,2191.53,745.85,Proj8,Category3
2001-05-07,2507.805,2173.57,501.7,Proj9,Category3
2001-05-08,2561.43,2198.77,491.15,Proj9,Category3
2001-05-09,1585.66,2156.63,570.97,Proj6,Category2
2001-05-10,2011.7240000000002,2128.86,581.38,Proj5,Category2
2001-05-11,1795.5210000000002,2107.43,726.26,Proj5,Category2
2001-05-14,1338.56,2081.92,743.36,Proj4,Category2
2001-05-15,1579.2,2085.58,506.38,Proj7,Category3
2001-05-16,1530.96,2166.44,635.48,Proj8,Category3
2001-05-17,1654.89,2193.68,538.79,Proj6,Category2
2001-05-18,1648.02,2198.88,550.86,Proj2,Category1
2001-05-21,1592.59,2305.59,713.0,Proj4,Category2
2001-05-22,1611.74,2313.85,702.11,Proj1,Category1
2001-05-23,1616.06,2243.48,627.42,Proj1,Category1
2001-05-24,1909.96,2282.02,372.06,Proj2,Category1
2001-05-25,1667.14,2251.03,583.89,Proj2,Category1
2001-05-29,1746.92,2175.54,428.62,Proj8,Category3
2001-05-30,1597.16,2084.5,487.34,Proj3,Category1
2001-05-31,2353.2749999999996,2110.49,541.64,Proj9,Category3
2001-06-01,1607.35,2149.44,542.09,Proj8,Category3
2001-06-04,1661.05,2155.93,494.88,Proj8,Category3
2001-06-05,1686.28,2233.66,547.38,Proj4,Category2
2001-06-06,1667.98,2217.73,549.75,Proj8,Category3
2001-06-07,1600.78,2264.0,663.22,Proj3,Category1
2001-06-08,1724.37,2215.1,490.73,Proj4,Category2
2001-06-11,1748.97,2170.78,421.81,Proj2,Category1
2001-06-12,1744.06,2169.95,425.89,Proj3,Category1
2001-06-13,1683.76,2121.66,437.9,Proj8,Category3
2001-06-14,1537.74,2044.07,506.33,Proj1,Category1
2001-06-15,1451.51,2028.43,576.92,Proj3,Category1
2001-06-18,1396.11,1988.63,592.52,Proj7,Category3
2001-06-19,2336.745,1992.66,434.83,Proj9,Category3
2001-06-20,1494.83,2031.24,536.41,Proj8,Category3
2001-06-21,2330.82,2058.76,504.88,Proj9,Category3
2001-06-22,2370.9750000000004,2034.84,454.19,Proj9,Category3
2001-06-25,1899.1440000000002,2050.87,589.99,Proj5,Category2
2001-06-26,2192.46,2064.62,602.98,Proj9,Category3
2001-06-27,1514.54,2074.74,560.2,Proj7,Category3
2001-06-28,1645.05,2125.46,480.41,Proj2,Category1
2001-06-29,1433.45,2160.54,727.09,Proj3,Category1
2001-07-02,1731.87,2148.72,416.85,Proj8,Category3
2001-07-03,1685.09,2140.8,455.71,Proj3,Category1
2001-07-05,1640.01,2080.11,440.1,Proj6,Category2
2001-07-06,1426.65,2004.16,577.51,Proj3,Category1
2001-07-09,2158.785,2026.71,587.52,Proj9,Category3
2001-07-10,1502.26,1962.79,460.53,Proj8,Category3
2001-07-11,2051.3610000000003,1972.04,394.07,Proj5,Category2
2001-07-12,2369.835,2075.74,495.85,Proj9,Category3
2001-07-13,2180.535,2084.79,631.1,Proj9,Category3
2001-07-16,1626.14,2029.12,402.98,Proj4,Category2
2001-07-17,1582.17,2067.32,485.15,Proj4,Category2
2001-07-18,1553.17,2016.17,463.0,Proj3,Category1
2001-07-19,1391.51,2046.59,655.08,Proj3,Category1
2001-07-20,1515.35,2029.37,514.02,Proj6,Category2
2001-07-23,1578.66,1988.56,409.9,Proj8,Category3
2001-07-24,1833.078,1959.24,549.18,Proj5,Category2
2001-07-25,1627.03,1984.32,357.29,Proj1,Category1
2001-07-26,1408.13,2022.96,614.83,Proj2,Category1
2001-07-27,1992.926,2029.07,496.05,Proj5,Category2
2001-07-30,1525.77,2017.84,492.07,Proj3,Category1
2001-07-31,1750.41,2027.13,276.72,Proj2,Category1
2001-08-01,1674.08,2068.38,394.3,Proj7,Category3
2001-08-02,1419.27,2087.38,668.11,Proj7,Category3
2001-08-03,1458.37,2066.33,607.96,Proj3,Category1
2001-08-06,2265.1349999999998,2034.26,524.17,Proj9,Category3
2001-08-07,2070.445,2027.79,435.14,Proj5,Category2
2001-08-08,1493.33,1966.36,473.03,Proj4,Category2
2001-08-09,1445.02,1963.32,518.3,Proj2,Category1
2001-08-10,1482.76,1956.47,473.71,Proj3,Category1
2001-08-13,1355.21,1982.25,627.04,Proj7,Category3
2001-08-14,1392.73,1964.53,571.8,Proj2,Category1
2001-08-15,1322.06,1918.89,596.83,Proj7,Category3
2001-08-16,2246.61,1930.32,432.58,Proj9,Category3
2001-08-17,1373.8,1867.01,493.21,Proj7,Category3
2001-08-20,1729.5330000000001,1881.35,550.94,Proj5,Category2
2001-08-21,1283.76,1831.3,547.54,Proj7,Category3
2001-08-22,1438.27,1860.01,421.74,Proj7,Category3
2001-08-23,1298.89,1842.97,544.08,Proj2,Category1
2001-08-24,1287.49,1916.8,629.31,Proj4,Category2
2001-08-27,1382.15,1912.41,530.26,Proj7,Category3
2001-08-28,1242.27,1864.98,622.71,Proj3,Category1
2001-08-29,1940.1460000000002,1843.17,350.75,Proj5,Category2
2001-08-30,1246.42,1791.68,545.26,Proj1,Category1
2001-08-31,1240.66,1805.43,564.77,Proj1,Category1
2001-09-04,1226.42,1770.78,544.36,Proj2,Category1
2001-09-05,1480.3,1759.01,278.71,Proj3,Category1
2001-09-06,1480.29,1705.64,225.35,Proj4,Category2
2001-09-07,1277.54,1687.7,410.16,Proj1,Category1
2001-09-10,1695.27,1695.38,565.2,Proj9,Category3
2001-09-17,1294.33,1579.55,285.22,Proj4,Category2
2001-09-18,1107.19,1555.08,447.89,Proj1,Category1
2001-09-19,1213.96,1527.8,313.84,Proj3,Category1
2001-09-20,1209.26,1470.93,261.67,Proj7,Category3
2001-09-21,1080.37,1423.19,342.82,Proj3,Category1
2001-09-24,1720.3500000000001,1499.4,352.5,Proj9,Category3
2001-09-25,1037.62,1501.64,464.02,Proj7,Category3
2001-09-26,1209.76,1464.04,254.28,Proj7,Category3
2001-09-27,1102.12,1460.71,358.59,Proj3,Category1
2001-09-28,1086.44,1498.8,412.36,Proj3,Category1
2001-10-01,1170.43,1480.46,310.03,Proj6,Category2
2001-10-02,1138.3,1492.33,354.03,Proj1,Category1
2001-10-03,1143.12,1580.81,437.69,Proj7,Category3
2001-10-04,1231.88,1597.31,365.43,Proj2,Category1
2001-10-05,1213.11,1605.3,392.19,Proj3,Category1
2001-10-08,1856.4450000000002,1605.95,368.32,Proj9,Category3
2001-10-09,1527.93,1570.19,551.57,Proj9,Category3
2001-10-10,968.26,1626.26,658.0,Proj6,Category2
2001-10-11,1421.89,1701.47,279.58,Proj6,Category2
2001-10-12,1446.39,1703.4,257.01,Proj8,Category3
2001-10-15,1453.66,1696.31,242.65,Proj6,Category2
2001-10-16,1088.32,1722.07,633.75,Proj8,Category3
2001-10-17,1148.55,1646.34,497.79,Proj2,Category1
2001-10-18,1091.27,1652.72,561.45,Proj3,Category1
2001-10-19,1354.33,1671.31,316.98,Proj1,Category1
2001-10-22,1919.46,1708.08,428.44,Proj9,Category3
2001-10-23,2150.565,1704.44,270.73,Proj9,Category3
2001-10-24,1353.98,1731.54,377.56,Proj3,Category1
2001-10-25,1410.56,1775.47,364.91,Proj1,Category1
2001-10-26,1306.18,1768.96,462.78,Proj2,Category1
