date,daily_sales,cost_of_sales,net_profit,project_name
2000-04-04,4978.668000000001,5967.8099999999995,833.44,Proj5
2000-04-05,5003.064,5163.372,1300.68,Proj5
2000-04-06,5121.072,6091.83,883.21,Proj5
2000-04-07,4446.45,3182.09,1264.36,Proj1
2000-04-10,5025.839999999999,5953.896,880.48,Proj5
2000-04-11,4055.9,3163.2,892.7,Proj1
2000-04-12,3769.63,2766.78,1002.85,Proj8
2000-04-13,3676.78,3195.11,481.67,Proj6
2000-04-14,3321.29,2328.83,992.46,Proj3
2000-04-17,4246.991999999999,4830.372,855.62,Proj5
2000-04-18,3793.57,2857.3,936.27,Proj2
2000-04-19,3706.41,2308.91,1397.5,Proj8
2000-04-20,3643.88,2571.07,1072.81,Proj3
2000-04-24,3482.48,2719.06,763.42,Proj3
2000-04-25,4453.476,5066.01,896.78,Proj5
2000-04-26,3630.09,2397.35,1232.74,Proj3
2000-04-27,6415.851000000001,7268.6,866.59,Proj9
2000-04-28,3860.66,2736.19,1124.47,Proj8
2000-05-01,3958.08,3088.91,869.17,Proj1
2000-05-02,4542.54,4800.150000000001,1118.7,Proj5
2000-05-03,3707.31,2793.36,913.95,Proj1
2000-05-04,3720.24,2917.13,803.11,Proj3
2000-05-05,3816.82,2850.81,966.01,Proj8
2000-05-08,3669.38,2676.36,993.02,Proj2
2000-05-09,3585.01,2751.93,833.08,Proj3
2000-05-10,3384.73,2170.92,1213.81,Proj4
2000-05-11,5949.286,6245.924999999999,1001.21,Proj9
2000-05-12,3529.06,2660.14,868.92,Proj2
2000-05-15,3607.65,2900.38,707.27,Proj8
2000-05-16,3717.57,3045.68,671.89,Proj3
2000-05-17,3644.96,2709.99,934.97,Proj7
2000-05-18,3538.71,2641.2,897.51,Proj7
2000-05-19,3390.4,2571.39,819.01,Proj8
2000-05-22,3364.21,2644.49,719.72,Proj2
2000-05-23,3164.55,2425.4,739.15,Proj8
2000-05-24,3270.61,2633.84,636.77,Proj8
2000-05-25,5449.094999999999,6634.625,551.5,Proj9
2000-05-26,3205.11,2380.1,825.02,Proj3
2000-05-30,3459.48,2532.42,927.06,Proj4
2000-05-31,5781.547,6909.875,636.96,Proj9
2000-06-01,3582.5,2803.18,779.32,Proj3
2000-06-02,3813.38,2786.39,1026.99,Proj6
2000-06-05,6496.992,5736.325000000001,1527.23,Proj9
2000-06-06,3756.37,2540.15,1216.22,Proj3
2000-06-07,3839.26,2786.5,1052.76,Proj7
2000-06-08,3825.56,2620.73,1204.83,Proj6
2000-06-09,3874.84,3154.53,720.31,Proj8
2000-06-12,4521.491999999999,4814.118,1093.4,Proj5
2000-06-13,3851.06,2737.62,1113.44,Proj7
2000-06-14,3797.41,2803.79,993.62,Proj6
2000-06-15,4614.888,5180.67,967.59,Proj5
2000-06-16,4632.672,5233.698,952.95,Proj5
2000-06-19,3989.83,2994.03,995.8,Proj4
2000-06-20,4013.36,3071.99,941.37,Proj3
2000-06-21,4876.812,5600.232,952.77,Proj5
2000-06-22,3936.84,2705.12,1231.72,Proj3
2000-06-23,3845.34,3192.23,653.11,Proj1
2000-06-26,3912.12,2698.71,1213.41,Proj1
2000-06-27,3858.96,2658.46,1200.5,Proj2
2000-06-28,3940.34,3300.12,640.22,Proj2
2000-06-29,3877.23,3088.88,788.35,Proj3
2000-06-30,3966.11,3303.88,662.23,Proj7
2000-07-03,3991.93,2970.44,1021.49,Proj4
2000-07-05,6567.2699999999995,7931.025,690.69,Proj9
2000-07-06,3960.57,3077.83,882.74,Proj1
2000-07-07,4023.2,3245.43,777.77,Proj4
2000-07-10,3980.29,2978.1,1002.19,Proj4
2000-07-11,3956.42,3034.04,922.38,Proj6
2000-07-12,4099.59,3235.17,864.42,Proj3
2000-07-13,4174.86,3247.4,927.46,Proj8
2000-07-14,4246.18,3500.77,745.41,Proj3
2000-07-17,4274.67,3852.67,422.0,Proj7
2000-07-18,7101.189,7807.975,1053.98,Proj9
2000-07-19,4055.63,2843.7,1211.93,Proj1
2000-07-20,4184.56,2935.47,1249.09,Proj6
2000-07-21,4094.45,3037.65,1056.8,Proj8
2000-07-24,3981.57,3110.94,870.63,Proj2
2000-07-25,4029.57,3067.81,961.76,Proj2
2000-07-26,3987.72,2760.68,1227.04,Proj1
2000-07-27,3842.23,3222.05,620.18,Proj8
2000-07-28,3663.0,2640.66,1022.34,Proj8
2000-07-31,3766.99,2863.47,903.52,Proj8
2000-08-01,4422.624,4589.37,1135.87,Proj5
2000-08-02,3658.46,2485.61,1172.85,Proj2
2000-08-03,3759.88,2729.34,1030.54,Proj7
2000-08-04,3787.36,2838.26,949.1,Proj8
2000-08-07,3862.99,2809.06,1053.93,Proj8
2000-08-08,3848.55,3107.87,740.68,Proj3
2000-08-09,4624.2,5581.26,752.8,Proj5
2000-08-10,3759.99,2760.88,999.11,Proj2
2000-08-11,3789.47,2755.31,1034.16,Proj7
2000-08-14,3849.69,3148.85,700.84,Proj1
2000-08-15,3851.66,3091.15,760.51,Proj4
2000-08-16,6564.04,7470.700000000001,872.92,Proj9
2000-08-17,3940.87,2918.43,1022.44,Proj2
2000-08-18,6681.578,7418.474999999999,962.95,Proj9
2000-08-21,3953.15,3353.89,599.26,Proj7
2000-08-22,3958.21,3053.69,904.52,Proj4
2000-08-23,4813.212,5925.078,719.3,Proj5
2000-08-24,4053.28,3018.63,1034.65,Proj6
2000-08-25,4042.68,2993.25,1049.43,Proj8
2000-08-28,4070.59,3225.45,845.14,Proj4
2000-08-29,4082.17,2754.66,1327.51,Proj8
2000-08-30,4103.81,3233.54,870.27,Proj4
2000-08-31,4206.35,3172.14,1034.21,Proj1
2000-09-01,4234.33,3434.08,800.25,Proj1
2000-09-05,4143.18,2842.56,1300.62,Proj3
2000-09-06,4013.34,3105.29,908.05,Proj1
2000-09-07,4098.35,3153.1,945.25,Proj2
2000-09-08,6763.297,8517.1,571.57,Proj9
2000-09-11,3896.35,2850.64,1045.71,Proj1
2000-09-12,3849.51,3104.69,744.82,Proj2
2000-09-13,3893.89,2594.91,1298.98,Proj7
2000-09-14,3913.86,3017.94,895.92,Proj1
2000-09-15,3835.23,2785.5,1049.73,Proj8
2000-09-18,4471.824,5462.946,691.55,Proj5
2000-09-19,4638.768,5535.954000000001,790.11,Proj5
2000-09-20,6625.648,7464.049999999999,911.82,Proj9
2000-09-21,3828.87,2378.32,1450.55,Proj7
2000-09-22,3803.76,2949.71,854.05,Proj1
2000-09-25,3741.22,2829.17,912.05,Proj3
2000-09-26,6271.469999999999,6621.625,1040.45,Proj9
2000-09-27,3656.3,3079.05,577.25,Proj4
2000-09-28,3778.32,2630.6,1147.72,Proj4
2000-09-29,3672.82,2613.49,1059.33,Proj1
2000-10-02,3568.9,2753.28,815.62,Proj1
2000-10-03,3455.83,2640.0,815.83,Proj1
2000-10-04,3523.1,2625.61,897.49,Proj3
2000-10-05,3472.1,2189.32,1282.78,Proj4
2000-10-06,3361.01,2310.58,1050.43,Proj8
2000-10-09,3355.56,2384.86,970.7,Proj3
2000-10-10,3240.54,2767.29,473.25,Proj3
2000-10-11,5386.432999999999,5694.15,890.83,Proj9
2000-10-12,3689.6159999999995,3981.5640000000003,862.7,Proj5
2000-10-13,3316.77,2368.41,948.36,Proj3
2000-10-16,3290.28,2884.12,406.16,Proj3
2000-10-17,3213.96,2496.63,717.33,Proj7
2000-10-18,3171.56,2485.31,686.25,Proj7
2000-10-19,3418.6,2121.17,1297.43,Proj8
2000-10-20,3483.14,2744.96,738.18,Proj4
2000-10-23,3468.69,2720.47,748.22,Proj1
2000-10-24,3419.79,2620.32,799.47,Proj6
2000-10-25,3229.57,2592.25,637.32,Proj2
2000-10-26,3926.6159999999995,4701.456,660.26,Proj5
2000-10-27,5573.212,6529.099999999999,666.72,Proj9
2000-10-30,3191.4,2341.99,849.41,Proj1
2000-10-31,5728.371,5466.0,1183.23,Proj9
2000-11-01,3333.39,2311.53,1021.86,Proj7
2000-11-02,3429.02,2732.78,696.24,Proj7
2000-11-03,3451.58,2932.86,518.72,Proj8
2000-11-06,3416.21,2729.93,686.28,Proj4
2000-11-07,3415.79,2480.32,935.47,Proj4
2000-11-08,3231.7,2236.2,995.5,Proj4
2000-11-09,3200.35,2446.32,754.03,Proj7
2000-11-10,3028.99,2375.87,653.12,Proj6
2000-11-13,2966.72,1915.46,1051.26,Proj6
2000-11-14,3138.27,2221.2,917.07,Proj7
2000-11-15,3165.49,2433.07,732.42,Proj1
2000-11-16,3031.88,2243.85,788.03,Proj2
2000-11-17,3027.19,2128.11,899.08,Proj6
2000-11-20,2875.64,2103.72,771.92,Proj1
2000-11-21,2871.45,2176.93,694.52,Proj1
2000-11-22,2755.34,1872.9,882.44,Proj1
2000-11-24,2904.38,2127.08,777.3,Proj6
2000-11-27,4896.833,4873.4,931.13,Proj9
2000-11-28,2734.98,1845.93,889.05,Proj6
2000-11-29,2706.93,2220.37,486.56,Proj1
2000-11-30,2597.93,1991.89,606.04,Proj3
2000-12-01,2645.29,2337.54,307.75,Proj1
2000-12-04,2615.75,2217.62,398.13,Proj3
2000-12-05,2889.8,2039.83,849.97,Proj3
2000-12-06,2796.5,2068.77,727.73,Proj6
2000-12-07,2752.66,1958.92,793.74,Proj2
2000-12-08,2917.43,1723.16,1194.27,Proj2
2000-12-11,3015.1,2504.43,510.67,Proj2
2000-12-12,2931.77,1850.09,1081.68,Proj1
2000-12-13,3387.324,4325.112,419.93,Proj5
2000-12-14,3274.212,3453.6420000000003,809.82,Proj5
2000-12-15,3183.924,3408.498,759.66,Proj5
2000-12-18,2624.52,1945.97,678.55,Proj4
2000-12-19,2511.71,1783.25,728.46,Proj2
2000-12-20,2332.78,1932.23,400.55,Proj4
2000-12-21,2340.12,1865.53,474.59,Proj7
2000-12-22,2517.02,1826.66,690.36,Proj8
2000-12-26,2493.52,2222.97,270.55,Proj1
2000-12-27,2539.35,1949.44,589.91,Proj8
2000-12-28,2557.76,1917.2,640.56,Proj8
2000-12-29,2470.52,1437.0,1033.52,Proj4
2001-01-02,2291.86,1809.36,482.5,Proj1
2001-01-03,2616.69,1707.13,909.56,Proj1
2001-01-04,2566.83,2088.88,477.95,Proj2
2001-01-05,2407.65,1711.0,696.65,Proj6
2001-01-08,2395.92,1937.98,457.94,Proj4
2001-01-09,2929.56,3467.736,514.78,Proj5
2001-01-10,2524.18,2295.11,229.07,Proj2
2001-01-11,2640.57,1886.52,754.05,Proj8
2001-01-12,2626.5,1580.01,1046.49,Proj1
2001-01-16,2618.55,2008.58,609.97,Proj2
2001-01-17,2682.78,1697.0,985.78,Proj1
2001-01-18,2768.49,1868.0,900.49,Proj4
2001-01-19,2770.38,2194.86,575.52,Proj3
2001-01-22,2757.91,2029.32,728.59,Proj2
2001-01-23,2840.39,2349.78,490.61,Proj7
2001-01-24,2859.15,1997.62,861.53,Proj6
2001-01-25,4682.276,6300.2,234.2,Proj9
2001-01-26,3337.56,4004.352,556.66,Proj5
2001-01-29,4825.178,4915.75,872.04,Proj9
2001-01-30,2838.35,1914.12,924.23,Proj7
2001-01-31,2772.73,2009.69,763.04,Proj8
2001-02-01,4730.7429999999995,4709.925,898.82,Proj9
2001-02-02,2660.5,1898.57,761.93,Proj7
2001-02-05,2643.21,1483.93,1159.28,Proj6
2001-02-06,2664.49,2586.25,78.24,Proj7
2001-02-07,2607.82,1934.82,673.0,Proj2
2001-02-08,2562.06,2296.79,265.27,Proj7
2001-02-09,2470.97,1830.99,639.98,Proj1
2001-02-12,2489.66,1840.05,649.61,Proj6
2001-02-13,2913.2639999999997,2339.0460000000003,1128.25,Proj5
2001-02-14,2491.4,1685.75,805.65,Proj8
2001-02-15,2552.91,1895.8,657.11,Proj1
2001-02-16,2425.38,1996.57,428.8,Proj2
2001-02-20,2318.35,1759.18,559.17,Proj4
2001-02-21,3857.198,3420.625,900.69,Proj9
2001-02-22,2244.96,1615.39,629.57,Proj2
2001-02-23,2262.51,1608.11,654.4,Proj8
2001-02-26,2308.5,1947.18,361.32,Proj7
2001-02-27,2207.82,1774.33,433.49,Proj2
2001-02-28,2151.83,1933.31,218.52,Proj2
2001-03-01,3711.729,4301.925,462.6,Proj9
2001-03-02,2117.63,1552.36,565.27,Proj6
2001-03-05,3642.964,4282.4,429.96,Proj9
2001-03-06,2204.43,1814.67,389.76,Proj8
2001-03-07,2223.92,1978.06,245.86,Proj4
2001-03-08,2168.73,1912.24,256.49,Proj1
2001-03-09,2463.3360000000002,2737.188,532.12,Proj5
2001-03-12,1923.38,1368.97,554.41,Proj1
2001-03-13,2014.78,1338.43,676.35,Proj1
2001-03-14,1972.09,1555.75,416.34,Proj6
2001-03-15,1940.71,1382.77,557.94,Proj1
2001-03-16,3214.547,3493.2999999999997,493.59,Proj9
2001-03-19,2341.416,2546.622,536.39,Proj5
2001-03-20,1857.44,1406.04,451.4,Proj1
2001-03-21,2196.276,2535.516,421.61,Proj5
2001-03-22,1897.7,1692.68,205.02,Proj8
2001-03-23,1928.68,1187.79,740.89,Proj3
2001-03-26,1918.49,1516.6,401.89,Proj6
2001-03-27,1972.23,1401.98,570.25,Proj4
2001-03-28,3152.021,2819.5,726.33,Proj9
2001-03-29,1820.57,1808.06,12.51,Proj7
2001-03-30,1840.26,1422.35,417.91,Proj2
2001-04-02,1782.97,1235.54,547.43,Proj7
2001-04-03,1673.0,1265.04,407.96,Proj2
2001-04-04,1638.8,1380.47,258.33,Proj3
2001-04-05,1785.0,1574.68,210.32,Proj4
2001-04-06,2064.432,1515.402,878.47,Proj5
2001-04-09,1745.71,1509.9,235.81,Proj3
2001-04-10,1852.03,1416.37,435.66,Proj6
2001-04-11,2278.74,2196.504,678.67,Proj5
2001-04-12,2353.716,2622.186,504.66,Proj5
2001-04-16,1909.57,1467.26,442.31,Proj2
2001-04-17,1923.22,1816.28,106.94,Proj4
2001-04-18,2079.44,1564.13,515.31,Proj7
2001-04-19,2182.14,1497.65,684.49,Proj1
2001-04-20,2163.41,1517.44,645.97,Proj7
2001-04-23,2471.184,2142.486,869.05,Proj5
2001-04-24,2016.61,1470.19,546.42,Proj7
2001-04-25,2059.8,1539.12,520.68,Proj2
2001-04-26,2034.88,1227.45,807.43,Proj4
2001-04-27,2075.68,1543.17,532.51,Proj8
2001-04-30,2116.24,1654.54,461.7,Proj7
2001-05-01,2168.24,1772.48,395.76,Proj1
2001-05-02,2220.6,1606.77,613.83,Proj4
2001-05-03,2575.4399999999996,3749.13,63.35,Proj5
2001-05-04,2191.53,1516.65,674.88,Proj6
2001-05-07,2173.57,1431.56,742.01,Proj8
2001-05-08,2198.77,1786.55,412.22,Proj8
2001-05-09,2156.63,1746.35,410.28,Proj8
2001-05-10,2128.86,1478.23,650.63,Proj1
2001-05-11,2107.43,1456.28,651.15,Proj1
2001-05-14,2081.92,1574.37,507.55,Proj7
2001-05-15,2085.58,1411.28,674.3,Proj4
2001-05-16,2166.44,2052.64,113.8,Proj7
2001-05-17,3729.2559999999994,3564.8500000000004,767.74,Proj9
2001-05-18,2198.88,1673.49,525.39,Proj7
2001-05-21,3919.503,3745.5,807.39,Proj9
2001-05-22,2313.85,1782.87,530.98,Proj6
2001-05-23,2243.48,1331.75,911.73,Proj2
2001-05-24,2282.02,2160.03,121.99,Proj3
2001-05-25,2251.03,1757.16,493.87,Proj1
2001-05-29,2175.54,1964.52,211.02,Proj4
2001-05-30,2084.5,1475.92,608.58,Proj6
2001-05-31,2110.49,1770.27,340.22,Proj7
2001-06-01,2149.44,1656.65,492.79,Proj1
2001-06-04,2587.1159999999995,3676.68,113.33,Proj5
2001-06-05,2233.66,2031.48,202.18,Proj7
2001-06-06,3770.141,4420.849999999999,449.39,Proj9
2001-06-07,2264.0,1854.51,409.49,Proj4
2001-06-08,3765.6699999999996,3926.8,644.38,Proj9
2001-06-11,2170.78,1793.4,377.38,Proj3
2001-06-12,2169.95,1918.17,251.78,Proj6
2001-06-13,2121.66,1340.31,781.35,Proj2
2001-06-14,2452.884,3287.718,217.56,Proj5
2001-06-15,2028.43,1385.42,643.01,Proj6
2001-06-18,1988.63,1615.61,373.02,Proj3
2001-06-19,2391.192,2668.986,509.89,Proj5
2001-06-20,2031.24,1635.01,396.23,Proj6
2001-06-21,2058.76,2003.42,55.34,Proj4
2001-06-22,2034.84,1368.52,666.32,Proj2
2001-06-25,2050.87,1384.21,666.66,Proj3
2001-06-26,2064.62,1560.23,504.39,Proj1
2001-06-27,2074.74,1336.22,738.52,Proj8
2001-06-28,2125.46,1878.76,246.7,Proj3
2001-06-29,2160.54,1331.53,829.01,Proj7
2001-07-02,2148.72,1583.96,564.75,Proj1
2001-07-03,2140.8,1732.21,408.59,Proj8
2001-07-05,3536.187,3488.725,684.62,Proj9
2001-07-06,2004.16,1505.85,498.31,Proj6
2001-07-09,2026.71,1384.27,642.44,Proj7
2001-07-10,3336.743,3592.625,525.74,Proj9
2001-07-11,1972.04,1755.6,216.44,Proj3
2001-07-12,2075.74,1888.83,186.91,Proj7
2001-07-13,2084.79,1425.84,658.95,Proj7
2001-07-16,2029.12,1566.71,462.41,Proj3
2001-07-17,2067.32,1559.99,507.33,Proj2
2001-07-18,2016.17,1605.0,411.17,Proj7
2001-07-19,2046.59,1410.99,635.6,Proj3
2001-07-20,2435.2439999999997,2645.784,559.49,Proj5
2001-07-23,1988.56,1928.64,59.92,Proj3
2001-07-24,1959.24,1978.46,-19.22,Proj6
2001-07-25,1984.32,1163.42,820.9,Proj6
2001-07-26,2022.96,1557.1,465.86,Proj6
2001-07-27,2434.884,2917.692,408.13,Proj5
2001-07-30,3430.328,3676.8,547.12,Proj9
2001-07-31,2027.13,1571.81,455.32,Proj1
2001-08-01,2068.38,1743.37,325.01,Proj6
2001-08-02,2087.38,1511.77,575.61,Proj6
2001-08-03,2066.33,1874.15,192.18,Proj7
2001-08-06,3458.2419999999997,3891.0750000000003,477.83,Proj9
2001-08-07,2433.348,2817.972,462.25,Proj5
2001-08-08,2359.6319999999996,2194.776,747.04,Proj5
2001-08-09,1963.32,1619.23,344.09,Proj7
2001-08-10,1956.47,1582.19,374.28,Proj2
2001-08-13,1982.25,1638.34,343.91,Proj2
2001-08-14,1964.53,1409.37,555.16,Proj2
2001-08-15,1918.89,1521.93,396.96,Proj3
2001-08-16,1930.32,1471.91,458.41,Proj8
2001-08-17,1867.01,1368.03,498.98,Proj3
2001-08-20,1881.35,1791.44,89.91,Proj8
2001-08-21,1831.3,1309.69,521.61,Proj3
2001-08-22,1860.01,1549.25,310.76,Proj1
2001-08-23,1842.97,1589.27,253.7,Proj2
2001-08-24,1916.8,1707.28,209.52,Proj1
2001-08-27,3251.097,3769.5249999999996,404.6,Proj9
2001-08-28,2237.976,2736.468,344.72,Proj5
2001-08-29,1843.17,1339.5,503.67,Proj8
2001-08-30,1791.68,1287.02,504.66,Proj8
2001-08-31,1805.43,1230.13,575.3,Proj6
2001-09-04,1770.78,1082.18,688.6,Proj8
2001-09-05,1759.01,1814.1,-55.09,Proj8
2001-09-06,1705.64,1282.18,423.46,Proj8
2001-09-07,2025.24,2575.386,256.93,Proj5
2001-09-10,1695.38,1157.37,538.01,Proj4
2001-09-17,1579.55,1410.86,168.69,Proj1
2001-09-18,1555.08,1166.38,388.7,Proj8
2001-09-19,1527.8,1316.2,211.6,Proj7
2001-09-20,1470.93,1190.81,280.12,Proj1
2001-09-21,1707.828,2206.926,197.12,Proj5
2001-09-24,1499.4,1394.41,104.99,Proj1
2001-09-25,1501.64,1176.32,325.32,Proj3
2001-09-26,1464.04,1214.48,249.56,Proj8
2001-09-27,1460.71,956.02,504.69,Proj1
2001-09-28,1498.8,1326.38,172.42,Proj8
2001-10-01,1480.46,1237.72,242.74,Proj1
2001-10-02,1492.33,1034.65,457.68,Proj7
2001-10-03,1580.81,1441.47,139.34,Proj3
2001-10-04,1597.31,1482.29,115.02,Proj4
2001-10-05,1605.3,1159.03,446.27,Proj2
2001-10-08,1605.95,1301.51,304.44,Proj4
2001-10-09,1570.19,969.27,600.92,Proj2
2001-10-10,1626.26,1274.68,351.58,Proj1
2001-10-11,2041.764,2725.4159999999997,187.35,Proj5
2001-10-12,1703.4,1255.51,447.89,Proj3
2001-10-15,1696.31,1278.59,417.72,Proj2
2001-10-16,1722.07,1164.43,557.64,Proj4
2001-10-17,1646.34,1355.39,290.95,Proj1
2001-10-18,1652.72,1356.5,296.22,Proj8
2001-10-19,1671.31,1408.49,262.82,Proj6
2001-10-22,1708.08,1496.64,211.44,Proj1
2001-10-23,2897.5480000000002,3761.25,199.94,Proj9
2001-10-24,1731.54,1657.4,74.14,Proj2
2001-10-25,1775.47,1362.96,412.51,Proj7
2001-10-26,1768.96,1311.08,457.88,Proj2
2001-10-29,1699.52,1538.81,160.71,Proj1
2001-10-30,2834.597,3011.4249999999997,462.84,Proj9
2001-10-31,1690.2,1231.61,458.59,Proj1
2001-11-01,1746.3,1108.35,637.95,Proj2
2001-11-02,1745.73,1393.95,351.78,Proj8
2001-11-05,1793.65,1610.31,183.34,Proj7
2001-11-06,1835.08,1300.96,534.12,Proj7
2001-11-07,1837.53,1633.84,203.69,Proj2
2001-11-08,1827.77,1594.73,233.04,Proj8
2001-11-09,1828.48,1456.19,372.29,Proj4
2001-11-12,1840.13,1364.71,475.42,Proj6
2001-11-13,1892.11,1737.76,154.35,Proj8
2001-11-14,1903.19,1279.52,623.67,Proj4
2001-11-15,1900.57,1306.19,594.38,Proj4
2001-11-16,2278.296,2033.91,768.63,Proj5
2001-11-19,1934.42,1349.03,585.39,Proj6
2001-11-20,1880.51,1153.72,726.79,Proj8
2001-11-21,1875.05,1525.55,349.5,Proj7
2001-11-23,1903.2,1569.24,333.96,Proj4
2001-11-26,1941.23,1476.34,464.89,Proj4
2001-11-27,1935.97,1668.06,267.91,Proj7
2001-11-28,1887.97,1639.13,248.84,Proj3
2001-11-29,1933.26,1564.3,368.96,Proj8
2001-11-30,1930.58,1442.15,488.43,Proj8
2001-12-03,1904.9,1266.87,638.03,Proj6
2001-12-04,3337.27,3424.5,593.3,Proj9
2001-12-05,2456.2079999999996,2663.496,567.12,Proj5
2001-12-06,2054.27,1618.21,436.06,Proj3
2001-12-07,2021.26,1281.88,739.38,Proj7
2001-12-10,1992.12,1527.49,464.63,Proj6
2001-12-11,2001.93,1300.64,701.3,Proj7
2001-12-12,2413.656,2742.246,487.91,Proj5
2001-12-13,1946.51,1441.79,504.72,Proj2
2001-12-14,1953.17,1216.32,736.85,Proj2
2001-12-17,1987.45,1512.72,474.73,Proj2
2001-12-18,2004.76,1501.41,503.35,Proj7
2001-12-19,2379.468,2990.574,321.46,Proj5
2001-12-20,1918.54,1678.76,239.78,Proj8
2001-12-21,1945.83,1214.08,731.75,Proj3
2001-12-24,1944.48,1644.41,300.07,Proj6
2001-12-26,1960.7,1105.38,855.32,Proj6
2001-12-27,1976.42,1367.42,609.0,Proj1
2001-12-28,1987.26,1516.99,470.27,Proj1
2001-12-31,1950.4,1258.78,691.62,Proj6
2002-01-02,1979.25,1193.01,786.24,Proj4
2002-01-03,2044.27,1465.04,579.23,Proj2
2002-01-04,2059.38,1418.33,641.05,Proj2
2002-01-07,2037.1,1520.22,516.88,Proj2
2002-01-08,2055.74,1471.69,584.05,Proj6
2002-01-09,2044.89,1277.7,767.19,Proj1
2002-01-10,2047.24,1531.32,515.92,Proj6
2002-01-11,2022.46,1579.61,442.85,Proj3
2002-01-14,1990.74,1558.7,432.04,Proj7
2002-01-15,2000.91,1677.55,323.36,Proj1
2002-01-16,1944.44,1619.52,324.92,Proj1
2002-01-17,2382.984,2747.286,459.55,Proj5
2002-01-18,3281.578,4608.7,86.86,Proj9
2002-01-22,2259.036,2450.214,521.3,Proj5
2002-01-23,1922.38,1564.76,357.62,Proj1
2002-01-24,1942.58,1642.39,300.19,Proj6
2002-01-25,1937.7,1811.88,125.82,Proj6
2002-01-28,1943.91,1496.87,447.04,Proj7
2002-01-29,1892.99,1229.54,663.45,Proj6
2002-01-30,1913.44,1274.2,639.24,Proj3
2002-01-31,1934.03,1359.48,574.55,Proj2
2002-02-01,1911.24,1557.25,353.99,Proj7
2002-02-04,1855.53,1445.06,410.47,Proj4
2002-02-05,2206.2239999999997,2235.726,596.45,Proj5
2002-02-06,3081.607,3976.5750000000003,222.08,Proj9
2002-02-07,1782.11,921.13,860.98,Proj8
