date,daily_sales,cost_of_sales,net_profit,project_name
2000-08-23,4011.01,2898.8,1112.21,Proj3
2000-08-24,4053.28,2782.33,1270.95,Proj6
2000-08-25,4042.68,2918.35,1124.33,Proj1
2000-08-28,6920.0,8638.41,615.23,Proj9
2000-08-29,6939.69,7199.75,1202.27,Proj9
2000-08-30,4103.81,3074.13,1029.68,Proj1
2000-08-31,4206.35,3151.44,1054.91,Proj6
2000-09-01,4234.33,3072.17,1162.16,Proj3
2000-09-05,4971.82,6040.93,787.11,Proj5
2000-09-06,4816.01,5351.33,1040.38,Proj5
2000-09-07,6967.2,8529.21,686.67,Proj9
2000-09-08,3978.41,2879.47,1098.94,Proj1
2000-09-11,3896.35,3199.84,696.51,Proj1
2000-09-12,3849.51,3032.78,816.73,Proj4
2000-09-13,3893.89,3060.18,833.71,Proj2
2000-09-14,4696.63,4670.09,1319.37,Proj5
2000-09-15,3835.23,2894.46,940.77,Proj7
2000-09-18,3726.52,2569.95,1156.57,Proj7
2000-09-19,3865.64,2772.04,1093.6,Proj1
2000-09-20,3897.44,2487.36,1410.08,Proj2
2000-09-21,6509.08,7357.5,885.87,Proj9
2000-09-22,3803.76,3101.98,701.78,Proj6
2000-09-25,3741.22,2751.57,989.65,Proj7
2000-09-26,3689.1,2697.31,991.79,Proj4
2000-09-27,3656.3,3035.74,620.56,Proj3
2000-09-28,6423.14,7400.44,818.15,Proj9
2000-09-29,6243.79,5800.44,1352.64,Proj9
2000-10-02,3568.9,2585.09,983.81,Proj7
2000-10-03,3455.83,2615.93,839.9,Proj8
2000-10-04,3523.1,2776.3,746.8,Proj6
2000-10-05,3472.1,2673.02,799.08,Proj7
2000-10-06,3361.01,2274.66,1086.35,Proj7
2000-10-09,3355.56,2400.28,955.28,Proj2
2000-10-10,3240.54,2160.2,1080.34,Proj1
2000-10-11,5386.43,6271.18,660.02,Proj9
2000-10-12,3074.68,2487.95,586.73,Proj7
2000-10-13,3316.77,2941.88,374.89,Proj8
2000-10-16,3290.28,2265.48,1024.8,Proj8
2000-10-17,5463.73,6296.56,695.34,Proj9
2000-10-18,3171.56,2625.4,546.16,Proj6
2000-10-19,3418.6,2375.42,1043.18,Proj2
2000-10-20,3483.14,2446.25,1036.89,Proj8
2000-10-23,3468.69,2478.54,990.15,Proj7
2000-10-24,3419.79,2704.05,715.74,Proj6
2000-10-25,3229.57,2565.56,664.01,Proj4
2000-10-26,3272.18,2197.4,1074.78,Proj1
2000-10-27,3278.36,2347.37,930.99,Proj8
2000-10-30,3191.4,2112.81,1078.59,Proj3
2000-10-31,3369.63,2636.47,733.16,Proj6
2000-11-01,3333.39,2524.97,808.42,Proj8
2000-11-02,3429.02,2533.37,895.65,Proj3
2000-11-03,5867.69,6076.24,1021.08,Proj9
2000-11-06,3416.21,2600.85,815.36,Proj3
2000-11-07,3415.79,2531.58,884.21,Proj4
2000-11-08,3231.7,1915.13,1316.57,Proj2
2000-11-09,3840.42,4377.74,768.27,Proj5
2000-11-10,3028.99,2071.23,957.76,Proj4
2000-11-13,2966.72,2712.63,254.09,Proj4
2000-11-14,3138.27,2569.77,568.5,Proj6
2000-11-15,3165.49,2440.91,724.58,Proj6
2000-11-16,3031.88,2507.58,524.3,Proj2
2000-11-17,5146.22,5184.63,953.34,Proj9
2000-11-20,4888.59,4815.19,949.57,Proj9
2000-11-21,2871.45,2206.81,664.64,Proj4
2000-11-22,2755.34,1873.92,881.42,Proj2
2000-11-24,3485.26,3902.62,736.26,Proj5
2000-11-27,4896.83,5871.0,532.09,Proj9
2000-11-28,2734.98,1801.25,933.73,Proj6
2000-11-29,2706.93,1845.77,861.16,Proj1
2000-11-30,2597.93,2236.1,361.83,Proj7
2000-12-01,2645.29,1897.08,748.21,Proj1
2000-12-04,2615.75,1993.52,622.23,Proj6
2000-12-05,3467.76,3752.79,804.92,Proj5
2000-12-06,2796.5,2119.95,676.55,Proj7
2000-12-07,2752.66,2226.69,525.97,Proj7
2000-12-08,2917.43,2285.17,632.26,Proj3
2000-12-11,3015.1,2154.27,860.84,Proj4
2000-12-12,2931.77,2099.92,831.85,Proj7
2000-12-13,2822.77,2225.53,597.24,Proj2
2000-12-14,2728.51,2242.66,485.85,Proj3
2000-12-15,2653.27,1936.71,716.56,Proj1
2000-12-18,2624.52,2112.95,511.57,Proj2
2000-12-19,2511.71,1973.54,538.17,Proj6
2000-12-20,2332.78,1918.63,414.15,Proj8
2000-12-21,2340.12,1815.93,524.19,Proj4
2000-12-22,2517.02,1967.98,549.04,Proj6
2000-12-26,2493.52,1903.08,590.44,Proj7
2000-12-27,2539.35,2005.31,534.04,Proj8
2000-12-28,2557.76,1837.62,720.14,Proj7
2000-12-29,2470.52,1877.74,592.78,Proj7
2001-01-02,2291.86,1859.15,432.71,Proj2
2001-01-03,4448.37,4472.53,827.68,Proj9
2001-01-04,2566.83,2124.27,442.56,Proj8
2001-01-05,4093.0,4695.44,529.48,Proj9
2001-01-08,2395.92,1666.32,729.6,Proj3
2001-01-09,2441.3,2100.32,340.98,Proj3
2001-01-10,2524.18,1966.64,557.54,Proj8
2001-01-11,2640.57,1748.71,891.86,Proj4
2001-01-12,2626.5,2261.34,365.16,Proj8
2001-01-16,2618.55,2073.72,544.83,Proj6
2001-01-17,2682.78,1782.11,900.67,Proj6
2001-01-18,2768.49,2157.46,611.03,Proj3
2001-01-19,2770.38,1797.43,972.95,Proj8
2001-01-22,2757.91,2151.94,605.97,Proj1
2001-01-23,4828.66,5202.05,759.57,Proj9
2001-01-24,2859.15,2172.96,686.19,Proj4
2001-01-25,2754.28,2206.49,547.79,Proj2
2001-01-26,2781.3,1869.79,911.51,Proj6
2001-01-29,2838.34,2263.08,575.26,Proj8
2001-01-30,2838.35,1980.97,857.38,Proj6
2001-01-31,2772.73,2118.82,653.91,Proj6
2001-02-01,2782.79,1937.23,845.56,Proj2
2001-02-02,4522.85,5073.78,630.99,Proj9
2001-02-05,3171.85,3655.5,612.38,Proj5
2001-02-06,2664.49,2124.03,540.46,Proj4
2001-02-07,2607.82,2228.03,379.79,Proj6
2001-02-08,2562.06,2090.35,471.71,Proj2
2001-02-09,2470.97,1850.14,620.83,Proj6
2001-02-12,2489.66,1809.76,679.9,Proj8
2001-02-13,2427.72,2077.04,350.68,Proj6
2001-02-14,2491.4,1715.08,776.32,Proj8
2001-02-15,2552.91,1921.93,630.98,Proj7
2001-02-16,2425.38,1660.11,765.27,Proj6
2001-02-20,2318.35,1674.86,643.49,Proj6
2001-02-21,2268.94,1411.5,857.44,Proj7
2001-02-22,2244.96,1947.76,297.2,Proj7
2001-02-23,2262.51,1654.53,607.98,Proj6
2001-02-26,2770.2,2920.75,685.86,Proj5
2001-02-27,2207.82,1438.89,768.93,Proj6
2001-02-28,3658.11,4006.23,549.34,Proj9
2001-03-01,2183.37,1421.14,762.23,Proj3
2001-03-02,2117.63,1421.23,696.4,Proj2
2001-03-05,3642.96,3771.89,634.16,Proj9
2001-03-06,2204.43,1717.78,486.65,Proj2
2001-03-07,2668.7,2692.5,728.09,Proj5
2001-03-08,2602.48,2838.7,591.67,Proj5
2001-03-09,2052.78,1604.79,447.99,Proj1
2001-03-12,1923.38,1583.14,340.24,Proj7
2001-03-13,2014.78,1740.1,274.68,Proj8
2001-03-14,1972.09,1459.34,512.75,Proj8
2001-03-15,1940.71,1913.81,26.9,Proj2
2001-03-16,1890.91,1512.96,377.95,Proj8
2001-03-19,2341.42,2574.17,521.09,Proj5
2001-03-20,1857.44,1171.18,686.26,Proj7
2001-03-21,1830.23,1732.96,97.27,Proj8
2001-03-22,1897.7,1323.29,574.41,Proj4
2001-03-23,1928.68,1536.67,392.01,Proj4
2001-03-26,1918.49,979.0,939.49,Proj1
2001-03-27,1972.23,1521.38,450.85,Proj1
2001-03-28,1854.13,1238.94,615.19,Proj1
2001-03-29,1820.57,1373.04,447.53,Proj6
2001-03-30,1840.26,1142.54,697.72,Proj6
2001-04-02,1782.97,1208.93,574.04,Proj6
2001-04-03,1673.0,1559.5,113.5,Proj6
2001-04-04,1638.8,1485.16,153.64,Proj3
2001-04-05,1785.0,1418.67,366.33,Proj4
2001-04-06,1720.36,1403.81,316.55,Proj8
2001-04-09,2094.85,2703.94,243.52,Proj5
2001-04-10,1852.03,1381.09,470.94,Proj6
2001-04-11,1898.95,1230.11,668.84,Proj2
2001-04-12,1961.43,1543.01,418.42,Proj2
2001-04-16,1909.57,1684.4,225.17,Proj4
2001-04-17,1923.22,1279.46,643.76,Proj7
2001-04-18,2079.44,1608.33,471.11,Proj2
2001-04-19,2182.14,1665.36,516.78,Proj8
2001-04-20,3677.8,5119.24,115.71,Proj9
2001-04-23,2059.32,1384.45,674.87,Proj6
2001-04-24,2016.61,1563.38,453.23,Proj3
2001-04-25,2059.8,1572.95,486.85,Proj8
2001-04-26,2034.88,1523.61,511.27,Proj2
2001-04-27,2490.82,2787.26,527.2,Proj5
2001-04-30,3597.61,4096.84,477.5,Proj9
2001-05-01,3686.01,3598.84,728.7,Proj9
2001-05-02,2220.6,1736.26,484.34,Proj6
2001-05-03,2146.2,1226.21,919.99,Proj7
2001-05-04,2191.53,1094.5,1097.03,Proj6
2001-05-07,2173.57,1729.0,444.57,Proj7
2001-05-08,2198.77,1796.03,402.74,Proj3
2001-05-09,2156.63,1783.87,372.76,Proj7
2001-05-10,2128.86,1702.59,426.27,Proj4
2001-05-11,2107.43,1793.68,313.75,Proj1
2001-05-14,2081.92,1531.73,550.19,Proj1
2001-05-15,2085.58,1409.37,676.21,Proj2
2001-05-16,2166.44,1669.52,496.92,Proj1
2001-05-17,2632.42,2989.51,532.84,Proj5
2001-05-18,2198.88,1443.82,755.06,Proj1
2001-05-21,2305.59,1927.06,378.53,Proj6
2001-05-22,2313.85,1817.19,496.66,Proj7
2001-05-23,2243.48,1427.19,816.29,Proj6
2001-05-24,2282.02,1560.7,721.32,Proj1
2001-05-25,2251.03,1859.02,392.01,Proj6
2001-05-29,2175.54,1776.38,399.16,Proj8
2001-05-30,2084.5,1310.54,773.96,Proj6
2001-05-31,2532.59,2566.49,684.66,Proj5
2001-06-01,2149.44,1524.63,624.81,Proj4
2001-06-04,3665.08,3553.82,734.4,Proj9
2001-06-05,2233.66,1806.16,427.5,Proj6
2001-06-06,2217.73,1590.21,627.52,Proj1
2001-06-07,2716.8,3026.25,582.75,Proj5
2001-06-08,2215.1,1661.75,553.35,Proj7
2001-06-11,2170.78,1529.23,641.55,Proj8
2001-06-12,2169.95,1667.97,501.98,Proj8
2001-06-13,2121.66,1904.25,217.41,Proj4
2001-06-14,2044.07,1644.8,399.27,Proj7
2001-06-15,2028.43,1772.65,255.78,Proj6
2001-06-18,1988.63,1868.04,120.59,Proj3
2001-06-19,1992.66,938.87,1053.79,Proj7
2001-06-20,2031.24,1922.06,109.18,Proj4
2001-06-21,2058.76,1180.06,878.7,Proj7
2001-06-22,2034.84,1648.17,386.67,Proj8
2001-06-25,2050.87,1350.67,700.2,Proj3
2001-06-26,2064.62,1514.06,550.56,Proj7
2001-06-27,2074.74,1649.81,424.93,Proj1
2001-06-28,2125.46,1543.34,582.12,Proj8
2001-06-29,2160.54,1257.49,903.05,Proj8
2001-07-02,2578.46,3274.4,329.61,Proj5
2001-07-03,3639.36,4592.58,303.77,Proj9
2001-07-05,2080.11,1440.58,639.53,Proj1
2001-07-06,2004.16,1764.6,239.56,Proj6
2001-07-09,2026.71,1685.29,341.42,Proj4
2001-07-10,1962.79,1344.06,618.73,Proj2
2001-07-11,1972.04,1348.64,623.4,Proj1
2001-07-12,2075.74,1606.08,469.66,Proj3
2001-07-13,2084.79,1678.99,405.8,Proj6
2001-07-16,2029.12,1417.28,611.84,Proj3
2001-07-17,3514.44,4714.05,181.7,Proj9
2001-07-18,3427.49,2947.7,837.09,Proj9
2001-07-19,2046.59,1454.07,592.52,Proj8
2001-07-20,2435.24,3052.79,333.38,Proj5
2001-07-23,1988.56,1423.12,565.44,Proj2
2001-07-24,1959.24,1296.34,662.9,Proj2
2001-07-25,1984.32,1667.51,316.81,Proj7
2001-07-26,2022.96,1378.34,644.62,Proj6
2001-07-27,2029.07,1442.7,586.37,Proj7
2001-07-30,2017.84,1598.16,419.68,Proj3
2001-07-31,2027.13,1442.58,584.55,Proj8
2001-08-01,2068.38,1675.3,393.08,Proj2
2001-08-02,3548.55,4235.06,393.36,Proj9
2001-08-03,2066.33,1516.64,549.69,Proj8
2001-08-06,2034.26,1524.24,510.02,Proj1
2001-08-07,3447.24,4131.11,375.34,Proj9
2001-08-08,1966.36,1391.38,574.98,Proj8
2001-08-09,1963.32,1578.12,385.2,Proj8
2001-08-10,1956.47,1440.06,516.41,Proj2
2001-08-13,2378.7,3385.26,101.55,Proj5
2001-08-14,1964.53,1233.09,731.44,Proj6
2001-08-15,1918.89,1529.34,389.55,Proj8
2001-08-16,1930.32,1355.22,575.1,Proj7
2001-08-17,1867.01,1107.16,759.85,Proj6
2001-08-20,1881.35,1260.42,620.93,Proj8
2001-08-21,1831.3,1556.83,274.47,Proj2
2001-08-22,1860.01,1671.4,188.61,Proj1
2001-08-23,1842.97,1205.32,637.65,Proj3
2001-08-24,1916.8,1288.2,628.6,Proj1
2001-08-27,2294.89,2422.18,566.75,Proj5
2001-08-28,2237.98,2224.03,629.41,Proj5
2001-08-29,1843.17,1224.85,618.32,Proj1
2001-08-30,3045.86,2770.74,683.38,Proj9
2001-08-31,3069.23,3140.93,549.06,Proj9
2001-09-04,1770.78,1876.81,-106.03,Proj3
2001-09-05,1759.01,1301.89,457.12,Proj2
2001-09-06,2046.77,2958.09,62.26,Proj5
2001-09-07,1687.7,1170.35,517.35,Proj6
2001-09-10,2882.15,3724.41,205.62,Proj9
2001-09-17,1579.55,1247.56,331.99,Proj4
2001-09-18,1555.08,1385.94,169.14,Proj6
2001-09-19,1527.8,960.72,567.08,Proj1
2001-09-20,1470.93,932.39,538.54,Proj6
2001-09-21,1423.19,1134.63,288.56,Proj3
2001-09-24,1499.4,912.05,587.35,Proj8
2001-09-25,1501.64,1183.7,317.94,Proj3
2001-09-26,1464.04,1265.53,198.51,Proj7
2001-09-27,1460.71,923.67,537.04,Proj2
2001-09-28,1498.8,1091.76,407.04,Proj3
2001-10-01,1776.55,2879.97,-119.53,Proj5
2001-10-02,2536.96,2035.47,678.14,Proj9
2001-10-03,1580.81,1272.56,308.25,Proj8
2001-10-04,1597.31,1299.29,298.02,Proj1
2001-10-05,1605.3,1254.15,351.15,Proj2
2001-10-08,1605.95,1516.09,89.86,Proj4
2001-10-09,2669.32,2783.59,456.75,Proj9
2001-10-10,1626.26,980.56,645.7,Proj8
2001-10-11,1701.47,1172.22,529.25,Proj8
2001-10-12,2044.08,2447.14,343.88,Proj5
2001-10-15,2883.73,2466.47,709.72,Proj9
2001-10-16,1722.07,1247.66,474.41,Proj2
2001-10-17,1646.34,1052.5,593.84,Proj3
2001-10-18,1652.72,1443.64,209.08,Proj3
2001-10-19,2005.57,2913.36,52.77,Proj5
2001-10-22,1708.08,1068.21,639.87,Proj2
2001-10-23,2897.55,3620.18,256.37,Proj9
2001-10-24,1731.54,1305.54,426.0,Proj2
2001-10-25,1775.47,1337.46,438.01,Proj8
2001-10-26,3007.23,3825.67,238.69,Proj9
2001-10-29,1699.52,891.5,808.02,Proj8
2001-10-30,1667.41,1412.25,255.16,Proj3
2001-10-31,1690.2,1445.44,244.76,Proj6
2001-11-01,1746.3,1171.86,574.44,Proj6
2001-11-02,2094.88,2595.53,303.77,Proj5
2001-11-05,1793.65,1460.6,333.05,Proj4
2001-11-06,1835.08,1502.9,332.18,Proj6
2001-11-07,3123.8,4225.91,147.17,Proj9
2001-11-08,2193.32,2486.94,446.14,Proj5
2001-11-09,3108.42,2332.37,895.53,Proj9
2001-11-12,3128.22,3223.62,550.68,Proj9
2001-11-13,1892.11,1644.99,247.12,Proj1
2001-11-14,1903.19,1555.82,347.37,Proj1
2001-11-15,1900.57,1426.88,473.69,Proj8
2001-11-16,1898.58,1120.66,777.92,Proj4
2001-11-19,1934.42,1391.41,543.01,Proj3
2001-11-20,1880.51,1352.43,528.08,Proj7
2001-11-21,1875.05,1747.48,127.57,Proj1
2001-11-23,1903.2,1136.07,767.13,Proj4
2001-11-26,2329.48,2582.76,506.36,Proj5
2001-11-27,2323.16,3390.57,52.32,Proj5
2001-11-28,1887.97,1579.67,308.3,Proj1
2001-11-29,1933.26,1214.6,718.66,Proj6
2001-11-30,1930.58,1698.29,232.29,Proj4
2001-12-03,1904.9,1325.2,579.7,Proj4
2001-12-04,1963.1,1477.96,485.14,Proj7
2001-12-05,3479.63,3577.35,615.9,Proj9
2001-12-06,2054.27,1393.22,661.05,Proj2
2001-12-07,3436.14,3641.81,564.54,Proj9
2001-12-10,3386.6,4137.16,337.25,Proj9
2001-12-11,2001.93,1850.63,151.3,Proj6
2001-12-12,3419.35,3507.55,608.36,Proj9
2001-12-13,2335.81,2096.4,781.84,Proj5
2001-12-14,1953.17,1104.23,848.94,Proj4
2001-12-17,1987.45,1350.75,636.7,Proj8
2001-12-18,2004.76,1618.57,386.19,Proj1
2001-12-19,1982.89,1673.02,309.87,Proj7
2001-12-20,1918.54,1553.37,365.17,Proj3
2001-12-21,1945.83,1203.13,742.7,Proj6
2001-12-24,1944.48,1469.6,474.88,Proj8
2001-12-26,2352.84,3004.02,291.8,Proj5
2001-12-27,3359.91,3658.76,512.91,Proj9
2001-12-28,1987.26,1838.64,148.62,Proj4
2001-12-31,1950.4,1035.52,914.88,Proj2
2002-01-02,1979.25,1339.41,639.84,Proj1
2002-01-03,2044.27,1525.41,518.86,Proj2
2002-01-04,2059.38,1982.07,77.31,Proj4
2002-01-07,2037.1,1066.6,970.5,Proj6
2002-01-08,2055.74,1229.93,825.81,Proj2
2002-01-09,2044.89,1735.04,309.85,Proj6
2002-01-10,2047.24,1385.06,662.18,Proj6
2002-01-11,2022.46,1455.67,566.79,Proj1
2002-01-14,1990.74,1681.45,309.29,Proj6
2002-01-15,2000.91,1559.96,440.95,Proj2
2002-01-16,1944.44,1572.07,372.37,Proj1
2002-01-17,3375.89,3789.32,470.09,Proj9
2002-01-18,1930.34,1663.54,266.8,Proj2
2002-01-22,1882.53,1464.28,418.25,Proj6
2002-01-23,1922.38,1567.31,355.07,Proj3
2002-01-24,1942.58,1457.66,484.92,Proj1
2002-01-25,1937.7,1465.8,471.9,Proj6
2002-01-28,3304.65,3330.48,611.72,Proj9
2002-01-29,1892.99,1265.23,627.76,Proj1
2002-01-30,1913.44,1534.97,378.47,Proj7
2002-01-31,1934.03,1343.07,590.96,Proj8
2002-02-01,1911.24,1237.66,673.58,Proj4
2002-02-04,2226.64,2379.12,533.8,Proj5
2002-02-05,1838.52,1342.9,495.62,Proj2
2002-02-06,1812.71,1293.83,518.88,Proj3
2002-02-07,1782.11,1299.44,482.67,Proj1
2002-02-08,1818.88,1247.6,571.28,Proj6
2002-02-11,1846.66,1396.71,449.95,Proj3
2002-02-12,1834.21,1455.19,379.02,Proj2
2002-02-13,3160.57,3832.06,326.33,Proj9
2002-02-14,1843.37,1647.12,196.25,Proj3
2002-02-15,1805.2,1166.75,638.45,Proj7
