date,cost_of_sales,selling_price,net_profit,project_name,project_category
2000-05-12,2561.89,3529.06,967.17,Proj2,Category1
2000-05-15,2633.23,3607.65,974.42,Proj7,Category3
2000-05-16,2695.64,3717.57,1021.93,Proj7,Category3
2000-05-17,2753.71,3644.96,891.25,Proj7,Category3
2000-05-18,2695.13,3538.71,843.58,Proj4,Category2
2000-05-19,2577.76,3390.4,812.64,Proj6,Category2
2000-05-22,2647.01,3364.21,717.2,Proj3,Category1
2000-05-23,2213.58,3164.55,950.97,Proj7,Category3
2000-05-24,2444.07,3270.61,826.54,Proj6,Category2
2000-05-25,5838.25,3205.35,870.05,Proj9,Category3
2000-05-26,2431.6,3205.11,773.51,Proj4,Category2
2000-05-30,4686.66,3459.48,855.78,Proj5,Category2
2000-05-31,2584.29,3400.91,816.62,Proj4,Category2
2000-06-01,2888.25,3582.5,694.25,Proj2,Category1
2000-06-02,2739.67,3813.38,1073.71,Proj6,Category2
2000-06-05,2755.43,3821.76,1066.33,Proj1,Category1
2000-06-06,2927.75,3756.37,828.62,Proj3,Category1
2000-06-07,2941.2,3839.26,898.06,Proj4,Category2
2000-06-08,3010.88,3825.56,814.68,Proj2,Category1
2000-06-09,2864.25,3874.84,1010.59,Proj6,Category2
2000-06-12,2806.65,3767.91,961.26,Proj4,Category2
2000-06-13,5377.7519999999995,3851.06,863.42,Proj5,Category2
2000-06-14,5197.23,3797.41,910.06,Proj5,Category2
2000-06-15,2983.64,3845.74,862.1,Proj1,Category1
2000-06-16,2965.88,3860.56,894.68,Proj3,Category1
2000-06-19,5061.366,3989.83,1177.96,Proj5,Category2
2000-06-20,5482.26,4013.36,967.66,Proj5,Category2
2000-06-21,3043.22,4064.01,1020.79,Proj4,Category2
2000-06-22,2801.31,3936.84,1135.53,Proj7,Category3
2000-06-23,2888.44,3845.34,956.9,Proj8,Category3
2000-06-26,2902.69,3912.12,1009.43,Proj8,Category3
2000-06-27,2974.59,3858.96,884.37,Proj2,Category1
2000-06-28,2979.95,3940.34,960.39,Proj7,Category3
2000-06-29,2761.46,3877.23,1115.77,Proj6,Category2
2000-06-30,3065.37,3966.11,900.74,Proj4,Category2
2000-07-03,2876.89,3991.93,1115.04,Proj7,Category3
2000-07-05,2798.57,3863.1,1064.53,Proj4,Category2
2000-07-06,2911.49,3960.57,1049.08,Proj1,Category1
2000-07-07,2912.26,4023.2,1110.94,Proj8,Category3
2000-07-10,2901.49,3980.29,1078.8,Proj7,Category3
2000-07-11,7273.7,3956.42,1046.94,Proj9,Category3
2000-07-12,7801.375,4099.59,979.04,Proj9,Category3
2000-07-13,5684.706,4174.86,1016.69,Proj5,Category2
2000-07-14,3076.9,4246.18,1169.28,Proj7,Category3
2000-07-17,3168.84,4274.67,1105.83,Proj7,Category3
2000-07-18,3278.94,4177.17,898.23,Proj2,Category1
2000-07-19,3174.01,4055.63,881.62,Proj4,Category2
2000-07-20,3007.82,4184.56,1176.74,Proj7,Category3
2000-07-21,2928.06,4094.45,1166.39,Proj4,Category2
2000-07-24,2945.81,3981.57,1035.76,Proj3,Category1
2000-07-25,7880.299999999999,4029.57,877.45,Proj9,Category3
2000-07-26,3003.88,3987.72,983.84,Proj4,Category2
2000-07-27,5293.71,3842.23,901.28,Proj5,Category2
2000-07-28,6654.625,3663.0,1001.15,Proj9,Category3
2000-07-31,6970.575,3766.99,978.76,Proj9,Category3
2000-08-01,2648.79,3685.52,1036.73,Proj7,Category3
2000-08-02,2631.74,3658.46,1026.72,Proj7,Category3
2000-08-03,2672.74,3759.88,1087.14,Proj3,Category1
2000-08-04,3071.13,3787.36,716.23,Proj4,Category2
2000-08-07,2811.43,3862.99,1051.56,Proj1,Category1
2000-08-08,2858.11,3848.55,990.44,Proj2,Category1
2000-08-09,2878.11,3853.5,975.39,Proj8,Category3
2000-08-10,5342.273999999999,3759.99,792.06,Proj5,Category2
2000-08-11,2806.1,3789.47,983.37,Proj4,Category2
2000-08-14,2970.26,3849.69,879.43,Proj1,Category1
2000-08-15,2792.19,3851.66,1059.47,Proj7,Category3
2000-08-16,2887.46,3861.2,973.74,Proj7,Category3
2000-08-17,2868.42,3940.87,1072.45,Proj4,Category2
2000-08-18,3005.42,3930.34,924.92,Proj2,Category1
2000-08-21,3031.84,3953.15,921.31,Proj3,Category1
2000-08-22,2919.77,3958.21,1038.44,Proj6,Category2
2000-08-23,3311.89,4011.01,699.12,Proj7,Category3
2000-08-24,2995.85,4053.28,1057.43,Proj2,Category1
2000-08-25,3130.73,4042.68,911.95,Proj7,Category3
2000-08-28,3079.29,4070.59,991.3,Proj4,Category2
2000-08-29,2933.99,4082.17,1148.18,Proj2,Category1
2000-08-30,3052.46,4103.81,1051.35,Proj4,Category2
2000-08-31,2990.68,4206.35,1215.67,Proj4,Category2
2000-09-01,3174.76,4234.33,1059.57,Proj3,Category1
2000-09-05,8135.875,4143.18,888.83,Proj9,Category3
2000-09-06,2993.81,4013.34,1019.53,Proj7,Category3
2000-09-07,3130.58,4098.35,967.77,Proj3,Category1
2000-09-08,7437.849999999999,3978.41,1003.27,Proj9,Category3
2000-09-11,2775.52,3896.35,1120.83,Proj4,Category2
2000-09-12,2844.36,3849.51,1005.15,Proj6,Category2
2000-09-13,5448.78,3893.89,866.79,Proj5,Category2
2000-09-14,2873.73,3913.86,1040.13,Proj4,Category2
2000-09-15,2880.7,3835.23,954.53,Proj6,Category2
2000-09-18,2810.92,3726.52,915.6,Proj4,Category2
2000-09-19,2921.68,3865.64,943.96,Proj7,Category3
2000-09-20,2915.54,3897.44,981.9,Proj1,Category1
2000-09-21,2830.34,3828.87,998.53,Proj1,Category1
2000-09-22,7003.049999999999,3803.76,1002.54,Proj9,Category3
2000-09-25,2634.7,3741.22,1106.52,Proj8,Category3
2000-09-26,2805.61,3689.1,883.49,Proj2,Category1
2000-09-27,2942.1,3656.3,714.2,Proj3,Category1
2000-09-28,2745.88,3778.32,1032.44,Proj3,Category1
2000-09-29,2769.16,3672.82,903.66,Proj2,Category1
2000-10-02,2653.52,3568.9,915.38,Proj8,Category3
2000-10-03,4734.162,3455.83,825.74,Proj5,Category2
2000-10-04,2622.55,3523.1,900.55,Proj8,Category3
2000-10-05,2796.11,3472.1,675.99,Proj1,Category1
2000-10-06,2454.32,3361.01,906.69,Proj8,Category3
2000-10-09,2455.0,3355.56,900.56,Proj1,Category1
2000-10-10,2348.69,3240.54,891.85,Proj6,Category2
2000-10-11,2613.66,3168.49,554.83,Proj8,Category3
2000-10-12,2471.96,3074.68,602.72,Proj4,Category2
2000-10-13,2483.15,3316.77,833.62,Proj6,Category2
2000-10-16,2427.98,3290.28,862.3,Proj1,Category1
2000-10-17,2463.87,3213.96,750.08,Proj1,Category1
2000-10-18,2114.09,3171.56,1057.47,Proj6,Category2
2000-10-19,2575.53,3418.6,843.07,Proj8,Category3
2000-10-20,2656.76,3483.14,826.38,Proj7,Category3
2000-10-23,2553.26,3468.69,915.43,Proj6,Category2
2000-10-24,2525.58,3419.79,894.21,Proj6,Category2
2000-10-25,4451.831999999999,3229.57,756.33,Proj5,Category2
2000-10-26,2289.36,3272.18,982.82,Proj1,Category1
2000-10-27,2480.78,3278.36,797.58,Proj1,Category1
2000-10-30,2454.74,3191.4,736.66,Proj4,Category2
2000-10-31,2542.03,3369.63,827.6,Proj1,Category1
2000-11-01,5787.9,3333.39,1018.23,Proj9,Category3
2000-11-02,2693.91,3429.02,735.11,Proj2,Category1
2000-11-03,2568.73,3451.58,882.85,Proj6,Category2
2000-11-06,2679.53,3416.21,736.68,Proj3,Category1
2000-11-07,2489.68,3415.79,926.11,Proj6,Category2
2000-11-08,2596.02,3231.7,635.68,Proj1,Category1
2000-11-09,4408.596,3200.35,751.13,Proj5,Category2
2000-11-10,2147.97,3028.99,881.02,Proj6,Category2
2000-11-13,2247.89,2966.72,718.83,Proj4,Category2
2000-11-14,2479.25,3138.27,659.02,Proj6,Category2
2000-11-15,2286.15,3165.49,879.34,Proj3,Category1
2000-11-16,2237.84,3031.88,794.04,Proj2,Category1
2000-11-17,2289.87,3027.19,737.32,Proj1,Category1
2000-11-20,2122.4,2875.64,753.24,Proj6,Category2
2000-11-21,3948.2099999999996,2871.45,678.0,Proj5,Category2
2000-11-22,2053.45,2755.34,701.89,Proj2,Category1
2000-11-24,2019.46,2904.38,884.92,Proj3,Category1
2000-11-27,2199.38,2880.49,681.11,Proj1,Category1
2000-11-28,2100.46,2734.98,634.52,Proj6,Category2
2000-11-29,2042.39,2706.93,664.54,Proj6,Category2
2000-11-30,2057.83,2597.93,540.1,Proj7,Category3
2000-12-01,1911.85,2645.29,733.44,Proj7,Category3
2000-12-04,4932.65,2615.75,642.69,Proj9,Category3
2000-12-05,2201.9,2889.8,687.9,Proj1,Category1
2000-12-06,5351.05,2796.5,656.08,Proj9,Category3
2000-12-07,2107.88,2752.66,644.78,Proj8,Category3
2000-12-08,2138.05,2917.43,779.38,Proj6,Category2
2000-12-11,2078.53,3015.1,936.57,Proj1,Category1
2000-12-12,2272.24,2931.77,659.53,Proj8,Category3
2000-12-13,5304.025000000001,2822.77,701.16,Proj9,Category3
2000-12-14,2070.39,2728.51,658.12,Proj6,Category2
2000-12-15,2017.41,2653.27,635.86,Proj3,Category1
2000-12-18,1859.39,2624.52,765.13,Proj3,Category1
2000-12-19,1857.82,2511.71,653.89,Proj4,Category2
2000-12-20,4441.0,2332.78,556.38,Proj9,Category3
2000-12-21,1566.27,2340.12,773.85,Proj3,Category1
2000-12-22,1935.19,2517.02,581.83,Proj3,Category1
2000-12-26,2150.96,2493.52,342.56,Proj3,Category1
2000-12-27,1844.31,2539.35,695.04,Proj6,Category2
2000-12-28,1806.22,2557.76,751.54,Proj1,Category1
2000-12-29,1961.65,2470.52,508.87,Proj6,Category2
2001-01-02,1848.64,2291.86,443.22,Proj2,Category1
2001-01-03,3439.818,2616.69,705.68,Proj5,Category2
2001-01-04,1852.21,2566.83,714.62,Proj3,Category1
2001-01-05,2968.29,2407.65,758.6,Proj5,Category2
2001-01-08,1606.19,2395.92,789.73,Proj3,Category1
2001-01-09,1667.42,2441.3,773.88,Proj7,Category3
2001-01-10,1897.99,2524.18,626.19,Proj1,Category1
2001-01-11,2024.41,2640.57,616.16,Proj1,Category1
2001-01-12,2025.49,2626.5,601.01,Proj6,Category2
2001-01-16,3866.706,2618.55,470.38,Proj5,Category2
2001-01-17,1968.75,2682.78,714.03,Proj6,Category2
2001-01-18,2016.36,2768.49,752.13,Proj3,Category1
2001-01-19,2135.06,2770.38,635.32,Proj7,Category3
2001-01-22,2020.29,2757.91,737.62,Proj7,Category3
2001-01-23,2207.68,2840.39,632.71,Proj1,Category1
2001-01-24,2070.86,2859.15,788.29,Proj2,Category1
2001-01-25,3765.762,2754.28,662.19,Proj5,Category2
2001-01-26,2032.59,2781.3,748.71,Proj2,Category1
2001-01-29,4000.446,2838.34,615.87,Proj5,Category2
2001-01-30,2178.81,2838.35,659.54,Proj4,Category2
2001-01-31,2079.87,2772.73,692.86,Proj7,Category3
2001-02-01,3620.448,2782.79,771.43,Proj5,Category2
2001-02-02,2026.07,2660.5,634.43,Proj6,Category2
2001-02-05,4968.525000000001,2643.21,655.8,Proj9,Category3
2001-02-06,4772.975,2664.49,755.3,Proj9,Category3
2001-02-07,2049.61,2607.82,558.21,Proj7,Category3
2001-02-08,1956.51,2562.06,605.55,Proj4,Category2
2001-02-09,1770.17,2470.97,700.8,Proj6,Category2
2001-02-12,3201.0840000000003,2489.66,711.28,Proj5,Category2
2001-02-13,1912.24,2427.72,515.48,Proj3,Category1
2001-02-14,1783.79,2491.4,707.61,Proj7,Category3
2001-02-15,1913.1,2552.91,639.81,Proj8,Category3
2001-02-16,1723.31,2425.38,702.07,Proj3,Category1
2001-02-20,4171.3,2318.35,649.83,Proj9,Category3
2001-02-21,1718.69,2268.94,550.25,Proj6,Category2
2001-02-22,1650.98,2244.96,593.98,Proj6,Category2
2001-02-23,1693.3,2262.51,569.21,Proj1,Category1
2001-02-26,1708.88,2308.5,599.62,Proj3,Category1
2001-02-27,1750.24,2207.82,457.58,Proj1,Category1
2001-02-28,1430.84,2151.83,720.99,Proj3,Category1
2001-03-01,1610.19,2183.37,573.18,Proj6,Category2
2001-03-02,1668.19,2117.63,449.44,Proj2,Category1
2001-03-05,1479.06,2142.92,663.86,Proj8,Category3
2001-03-06,4357.95,2204.43,461.25,Proj9,Category3
2001-03-07,1586.13,2223.92,637.79,Proj6,Category2
2001-03-08,4069.875,2168.73,540.78,Proj9,Category3
2001-03-09,1371.3,2052.78,681.48,Proj7,Category3
2001-03-12,2521.332,1923.38,522.64,Proj5,Category2
2001-03-13,1655.94,2014.78,358.84,Proj8,Category3
2001-03-14,2329.0200000000004,1972.09,678.19,Proj5,Category2
2001-03-15,1467.53,1940.71,473.18,Proj6,Category2
2001-03-16,1274.91,1890.91,616.0,Proj1,Category1
2001-03-19,1476.34,1951.18,474.84,Proj1,Category1
2001-03-20,1479.28,1857.44,378.16,Proj6,Category2
2001-03-21,1323.81,1830.23,506.42,Proj2,Category1
2001-03-22,1323.93,1897.7,573.77,Proj7,Category3
2001-03-23,1489.88,1928.68,438.8,Proj6,Category2
2001-03-26,1467.52,1918.49,450.97,Proj3,Category1
2001-03-27,1422.04,1972.23,550.19,Proj7,Category3
2001-03-28,3886.675,1854.13,299.46,Proj9,Category3
2001-03-29,3216.4249999999997,1820.57,534.0,Proj9,Category3
2001-03-30,3710.1749999999997,1840.26,356.19,Proj9,Category3
2001-04-02,3344.9,1782.97,445.01,Proj9,Category3
2001-04-03,1156.51,1673.0,516.49,Proj4,Category2
2001-04-04,1192.38,1638.8,446.42,Proj8,Category3
2001-04-05,1224.97,1785.0,560.03,Proj8,Category3
2001-04-06,2841.5750000000003,1720.36,583.73,Proj9,Category3
2001-04-09,1439.58,1745.71,306.13,Proj2,Category1
2001-04-10,1590.99,1852.03,261.04,Proj2,Category1
2001-04-11,1315.28,1898.95,583.67,Proj2,Category1
2001-04-12,1303.34,1961.43,658.09,Proj1,Category1
2001-04-16,3791.7250000000004,1909.57,392.88,Proj9,Category3
2001-04-17,1554.14,1923.22,369.08,Proj1,Category1
2001-04-18,1491.54,2079.44,587.9,Proj4,Category2
2001-04-19,4216.125,2182.14,495.69,Proj9,Category3
2001-04-20,1564.94,2163.41,598.47,Proj4,Category2
2001-04-23,3556.225,2059.32,636.83,Proj9,Category3
2001-04-24,1506.55,2016.61,510.06,Proj8,Category3
2001-04-25,2984.868,2059.8,401.54,Proj5,Category2
2001-04-26,3167.676,2034.88,275.06,Proj5,Category2
2001-04-27,1454.13,2075.68,621.55,Proj7,Category3
2001-04-30,1597.88,2116.24,518.36,Proj6,Category2
2001-05-01,3029.022,2168.24,485.45,Proj5,Category2
2001-05-02,3922.3,2220.6,651.68,Proj9,Category3
2001-05-03,1684.36,2146.2,461.84,Proj3,Category1
2001-05-04,1574.96,2191.53,616.57,Proj4,Category2
2001-05-07,1696.52,2173.57,477.05,Proj8,Category3
2001-05-08,4185.625,2198.77,524.52,Proj9,Category3
2001-05-09,1691.84,2156.63,464.79,Proj3,Category1
2001-05-10,4162.325,2128.86,463.93,Proj9,Category3
2001-05-11,2674.926,2107.43,621.36,Proj5,Category2
2001-05-14,1490.39,2081.92,591.53,Proj7,Category3
2001-05-15,1682.35,2085.58,403.23,Proj2,Category1
2001-05-16,1587.81,2166.44,578.63,Proj8,Category3
2001-05-17,1664.16,2193.68,529.52,Proj2,Category1
2001-05-18,3054.366,2198.88,502.01,Proj5,Category2
2001-05-21,3029.058,2305.59,622.78,Proj5,Category2
2001-05-22,1673.38,2313.85,640.47,Proj7,Category3
2001-05-23,1622.17,2243.48,621.31,Proj1,Category1
2001-05-24,1592.37,2282.02,689.65,Proj7,Category3
2001-05-25,1604.06,2251.03,646.97,Proj4,Category2
2001-05-29,4646.650000000001,2175.54,316.88,Proj9,Category3
2001-05-30,1702.3,2084.5,382.2,Proj3,Category1
2001-05-31,3146.2920000000004,2110.49,362.55,Proj5,Category2
2001-06-01,1735.06,2149.44,414.38,Proj2,Category1
2001-06-04,1729.36,2155.93,426.57,Proj3,Category1
2001-06-05,3399.768,2233.66,344.9,Proj5,Category2
2001-06-06,3920.825,2217.73,649.4,Proj9,Category3
2001-06-07,1754.55,2264.0,509.45,Proj6,Category2
2001-06-08,3985.6,2215.1,620.86,Proj9,Category3
2001-06-11,2912.2380000000003,2170.78,552.87,Proj5,Category2
2001-06-12,1439.8,2169.95,730.15,Proj6,Category2
2001-06-13,1599.67,2121.66,521.98,Proj7,Category3
2001-06-14,2718.324,2044.07,533.89,Proj5,Category2
2001-06-15,1624.07,2028.43,404.36,Proj3,Category1
2001-06-18,1438.93,1988.63,549.7,Proj6,Category2
2001-06-19,1405.35,1992.66,587.31,Proj8,Category3
2001-06-20,1632.86,2031.24,398.38,Proj3,Category1
2001-06-21,1456.31,2058.76,602.45,Proj7,Category3
2001-06-22,1464.53,2034.84,570.31,Proj6,Category2
2001-06-25,1571.11,2050.87,479.76,Proj1,Category1
2001-06-26,1633.37,2064.62,431.25,Proj1,Category1
2001-06-27,1505.08,2074.74,569.66,Proj4,Category2
2001-06-28,3802.7999999999997,2125.46,604.34,Proj9,Category3
2001-06-29,1567.13,2160.54,593.41,Proj3,Category1
2001-07-02,2830.842,2148.72,576.03,Proj5,Category2
2001-07-03,1517.23,2140.8,623.57,Proj3,Category1
2001-07-05,1638.3,2080.11,441.81,Proj6,Category2
2001-07-06,1482.06,2004.16,522.1,Proj8,Category3
2001-07-09,1567.43,2026.71,459.28,Proj6,Category2
2001-07-10,3425.825,1962.79,592.46,Proj9,Category3
2001-07-11,1642.2,1972.04,329.84,Proj3,Category1
2001-07-12,4015.6,2075.74,469.5,Proj9,Category3
2001-07-13,1606.31,2084.79,478.48,Proj7,Category3
2001-07-16,2743.0020000000004,2029.12,505.23,Proj5,Category2
2001-07-17,3974.775,2067.32,477.41,Proj9,Category3
2001-07-18,1710.24,2016.17,305.93,Proj7,Category3
2001-07-19,1664.38,2046.59,382.21,Proj2,Category1
2001-07-20,3806.4249999999997,2029.37,506.8,Proj9,Category3
2001-07-23,1643.62,1988.56,344.94,Proj7,Category3
2001-07-24,1548.48,1959.24,410.76,Proj1,Category1
2001-07-25,1695.29,1984.32,289.03,Proj3,Category1
2001-07-26,1467.04,2022.96,555.92,Proj1,Category1
2001-07-27,2753.802,2029.07,499.18,Proj5,Category2
2001-07-30,1553.76,2017.84,464.08,Proj3,Category1
2001-07-31,1361.3,2027.13,665.83,Proj4,Category2
2001-08-01,3340.0,2068.38,732.38,Proj9,Category3
2001-08-02,3257.478,2087.38,277.67,Proj5,Category2
2001-08-03,1413.39,2066.33,652.94,Proj2,Category1
2001-08-06,1586.61,2034.26,447.65,Proj3,Category1
2001-08-07,1629.85,2027.79,397.94,Proj7,Category3
2001-08-08,1521.3,1966.36,445.06,Proj2,Category1
2001-08-09,1497.66,1963.32,465.66,Proj3,Category1
2001-08-10,1545.99,1956.47,410.48,Proj4,Category2
2001-08-13,1427.48,1982.25,554.77,Proj6,Category2
2001-08-14,1571.29,1964.53,393.24,Proj1,Category1
2001-08-15,1511.48,1918.89,407.41,Proj7,Category3
2001-08-16,1332.68,1930.32,597.64,Proj1,Category1
2001-08-17,1378.34,1867.01,488.67,Proj6,Category2
2001-08-20,1345.22,1881.35,536.13,Proj1,Category1
2001-08-21,3540.25,1831.3,415.2,Proj9,Category3
2001-08-22,1378.87,1860.01,481.14,Proj2,Category1
2001-08-23,1275.81,1842.97,567.16,Proj4,Category2
2001-08-24,1437.15,1916.8,479.65,Proj7,Category3
2001-08-27,1503.48,1912.41,408.93,Proj7,Category3
2001-08-28,1183.43,1864.98,681.55,Proj2,Category1
2001-08-29,1350.95,1843.17,492.22,Proj1,Category1
2001-08-30,1291.02,1791.68,500.66,Proj8,Category3
2001-08-31,3626.65,1805.43,354.77,Proj9,Category3
2001-09-04,1316.53,1770.78,454.25,Proj6,Category2
2001-09-05,1320.7,1759.01,438.31,Proj3,Category1
2001-09-06,3762.0249999999996,1705.64,200.83,Proj9,Category3
2001-09-07,3038.175,1687.7,472.43,Proj9,Category3
2001-09-10,3557.1,1695.38,272.54,Proj9,Category3
2001-09-17,3334.8,1579.55,245.63,Proj9,Category3
2001-09-18,1158.8,1555.08,396.28,Proj7,Category3
2001-09-19,2274.375,1527.8,618.05,Proj9,Category3
2001-09-20,984.87,1470.93,486.06,Proj8,Category3
2001-09-21,1149.9,1423.19,273.29,Proj6,Category2
2001-09-24,1055.49,1499.4,443.91,Proj7,Category3
2001-09-25,913.82,1501.64,587.82,Proj6,Category2
2001-09-26,1009.4,1464.04,454.64,Proj1,Category1
2001-09-27,1028.26,1460.71,432.45,Proj2,Category1
2001-09-28,1314.0,1498.8,184.8,Proj4,Category2
2001-10-01,1158.77,1480.46,321.69,Proj1,Category1
2001-10-02,1843.416,1492.33,468.21,Proj5,Category2
2001-10-03,1286.94,1580.81,293.87,Proj7,Category3
2001-10-04,1177.15,1597.31,420.16,Proj4,Category2
2001-10-05,1187.72,1605.3,417.58,Proj1,Category1
2001-10-08,1259.51,1605.95,346.44,Proj6,Category2
2001-10-09,1148.39,1570.19,421.8,Proj4,Category2
2001-10-10,1385.9,1626.26,240.36,Proj3,Category1
2001-10-11,1393.11,1701.47,308.36,Proj7,Category3
2001-10-12,1191.22,1703.4,512.18,Proj2,Category1
2001-10-15,1235.47,1696.31,460.84,Proj3,Category1
2001-10-16,1396.13,1722.07,325.94,Proj8,Category3
2001-10-17,1134.55,1646.34,511.79,Proj2,Category1
2001-10-18,2375.1,1652.72,333.22,Proj5,Category2
2001-10-19,1220.79,1671.31,450.52,Proj6,Category2
2001-10-22,2816.5499999999997,1708.08,581.46,Proj9,Category3
2001-10-23,1213.34,1704.44,491.1,Proj2,Category1
2001-10-24,1327.06,1731.54,404.48,Proj7,Category3
2001-10-25,1316.81,1775.47,458.66,Proj1,Category1
2001-10-26,1515.05,1768.96,253.91,Proj6,Category2
2001-10-29,2867.0249999999996,1699.52,552.71,Proj9,Category3
