date,cost_of_sales,selling_price,net_profit,project_name,project_category
2000-10-04,2496.37,3523.1,1026.73,Proj8,Category3
2000-10-05,4408.362,4166.5199999999995,1023.01,Proj5,Category2
2000-10-06,2491.61,3361.01,869.4,Proj4,Category2
2000-10-09,2600.83,3355.56,754.73,Proj1,Category1
2000-10-10,2333.08,3240.54,907.46,Proj3,Category1
2000-10-11,2317.96,3168.49,850.53,Proj1,Category1
2000-10-12,2194.78,3074.68,879.9,Proj8,Category3
2000-10-13,2616.45,3316.77,700.32,Proj2,Category1
2000-10-16,2490.34,3290.28,799.94,Proj2,Category1
2000-10-17,2557.0,3213.96,656.96,Proj7,Category3
2000-10-18,2386.62,3171.56,784.94,Proj1,Category1
2000-10-19,2633.65,3418.6,784.95,Proj4,Category2
2000-10-20,2764.8,3483.14,718.34,Proj4,Category2
2000-10-23,2582.75,3468.69,885.94,Proj6,Category2
2000-10-24,2424.74,3419.79,995.05,Proj2,Category1
2000-10-25,2474.83,3229.57,754.74,Proj2,Category1
2000-10-26,2544.43,3272.18,727.75,Proj7,Category3
2000-10-27,2586.78,3278.36,691.58,Proj6,Category2
2000-10-30,6060.15,5425.38,767.34,Proj9,Category3
2000-10-31,2592.32,3369.63,777.3,Proj3,Category1
2000-11-01,2610.4,3333.39,722.99,Proj2,Category1
2000-11-02,2550.55,3429.02,878.47,Proj2,Category1
2000-11-03,2585.68,3451.58,865.9,Proj6,Category2
2000-11-06,2565.27,3416.21,850.94,Proj7,Category3
2000-11-07,2527.71,3415.79,888.08,Proj7,Category3
2000-11-08,2376.08,3231.7,855.62,Proj2,Category1
2000-11-09,2451.91,3200.35,748.44,Proj7,Category3
2000-11-10,3982.5180000000005,3634.7879999999996,816.48,Proj5,Category2
2000-11-13,5814.775,5043.424,640.81,Proj9,Category3
2000-11-14,2191.82,3138.27,946.45,Proj4,Category2
2000-11-15,2424.65,3165.49,740.84,Proj3,Category1
2000-11-16,4288.266,3638.256,649.51,Proj5,Category2
2000-11-17,5517.7,5146.223,820.11,Proj9,Category3
2000-11-20,3986.2799999999997,3450.7679999999996,661.04,Proj5,Category2
2000-11-21,2269.73,2871.45,601.72,Proj6,Category2
2000-11-22,1807.5,2755.34,947.84,Proj8,Category3
2000-11-24,2165.78,2904.38,738.6,Proj8,Category3
2000-11-27,2053.54,2880.49,826.95,Proj8,Category3
2000-11-28,2111.94,2734.98,623.04,Proj7,Category3
2000-11-29,4623.8,4601.781,857.41,Proj9,Category3
2000-11-30,2104.96,2597.93,492.97,Proj4,Category2
2000-12-01,1946.2,2645.29,699.09,Proj8,Category3
2000-12-04,1871.34,2615.75,744.41,Proj7,Category3
2000-12-05,2097.7,2889.8,792.1,Proj6,Category2
2000-12-06,2076.41,2796.5,720.09,Proj2,Category1
2000-12-07,3956.022,3303.1919999999996,554.87,Proj5,Category2
2000-12-08,2244.6,2917.43,672.83,Proj1,Category1
2000-12-11,2274.65,3015.1,740.45,Proj8,Category3
2000-12-12,5648.424999999999,4984.009,672.4,Proj9,Category3
2000-12-13,2070.23,2822.77,752.54,Proj7,Category3
2000-12-14,2038.11,2728.51,690.4,Proj6,Category2
2000-12-15,1953.65,2653.27,699.62,Proj1,Category1
2000-12-18,2083.31,2624.52,541.21,Proj7,Category3
2000-12-19,1840.93,2511.71,670.78,Proj2,Category1
2000-12-20,1896.44,2332.78,436.34,Proj3,Category1
2000-12-21,1729.24,2340.12,610.88,Proj2,Category1
2000-12-22,1889.83,2517.02,627.19,Proj8,Category3
2000-12-26,1768.5,2493.52,725.02,Proj4,Category2
2000-12-27,1821.04,2539.35,718.31,Proj6,Category2
2000-12-28,3106.5119999999997,3069.3120000000004,831.92,Proj5,Category2
2000-12-29,2013.87,2470.52,456.65,Proj3,Category1
2001-01-02,1632.28,2291.86,659.58,Proj8,Category3
2001-01-03,2029.56,2616.69,587.13,Proj4,Category2
2001-01-04,1971.16,2566.83,595.67,Proj1,Category1
2001-01-05,1757.01,2407.65,650.64,Proj4,Category2
2001-01-08,1653.99,2395.92,741.93,Proj8,Category3
2001-01-09,1683.05,2441.3,758.25,Proj6,Category2
2001-01-10,1869.92,2524.18,654.26,Proj3,Category1
2001-01-11,4681.325,4488.969,768.04,Proj9,Category3
2001-01-12,1972.31,2626.5,654.19,Proj8,Category3
2001-01-16,3628.062,3142.26,602.96,Proj5,Category2
2001-01-17,1956.96,2682.78,725.82,Proj3,Category1
2001-01-18,1882.11,2768.49,886.38,Proj8,Category3
2001-01-19,2049.92,2770.38,720.46,Proj7,Category3
2001-01-22,3819.366,3309.4919999999997,636.04,Proj5,Category2
2001-01-23,2235.1,2840.39,605.29,Proj8,Category3
2001-01-24,2046.2,2859.15,812.95,Proj6,Category2
2001-01-25,2183.83,2754.28,570.45,Proj1,Category1
2001-01-26,2215.69,2781.3,565.61,Proj3,Category1
2001-01-29,2050.04,2838.34,788.3,Proj3,Category1
2001-01-30,2010.64,2838.35,827.71,Proj6,Category2
2001-01-31,3928.7340000000004,3327.276,590.1,Proj5,Category2
2001-02-01,1930.09,2782.79,852.7,Proj6,Category2
2001-02-02,2151.3,2660.5,509.2,Proj8,Category3
2001-02-05,1962.5,2643.21,680.71,Proj6,Category2
2001-02-06,2134.01,2664.49,530.48,Proj1,Category1
2001-02-07,1760.12,2607.82,847.7,Proj7,Category3
2001-02-08,2002.84,2562.06,559.22,Proj1,Category1
2001-02-09,1729.22,2470.97,741.75,Proj7,Category3
2001-02-12,2027.19,2489.66,462.47,Proj6,Category2
2001-02-13,2979.072,2913.2639999999997,772.68,Proj5,Category2
2001-02-14,1986.2,2491.4,505.2,Proj1,Category1
2001-02-15,1887.96,2552.91,664.95,Proj2,Category1
2001-02-16,1681.38,2425.38,744.0,Proj3,Category1
2001-02-20,1755.98,2318.35,562.37,Proj2,Category1
2001-02-21,1777.89,2268.94,491.05,Proj8,Category3
2001-02-22,1746.63,2244.96,498.33,Proj6,Category2
2001-02-23,1752.3,2262.51,510.21,Proj6,Category2
2001-02-26,4460.825,3924.45,524.17,Proj9,Category3
2001-02-27,1676.51,2207.82,531.31,Proj3,Category1
2001-02-28,3720.725,3658.111,663.54,Proj9,Category3
2001-03-01,4063.525,3711.729,557.96,Proj9,Category3
2001-03-02,1528.12,2117.63,589.51,Proj6,Category2
2001-03-05,1534.13,2142.92,608.79,Proj3,Category1
2001-03-06,1763.85,2204.43,440.58,Proj1,Category1
2001-03-07,1814.37,2223.92,409.55,Proj3,Category1
2001-03-08,1436.64,2168.73,732.09,Proj8,Category3
2001-03-09,1462.09,2052.78,590.69,Proj3,Category1
2001-03-12,4004.325,3269.746,321.65,Proj9,Category3
2001-03-13,1611.93,2014.78,402.85,Proj4,Category2
2001-03-14,1380.86,1972.09,591.23,Proj8,Category3
2001-03-15,1300.6,1940.71,640.11,Proj2,Category1
2001-03-16,1411.14,1890.91,479.77,Proj1,Category1
2001-03-19,1422.39,1951.18,528.79,Proj8,Category3
2001-03-20,1329.39,1857.44,528.05,Proj8,Category3
2001-03-21,1548.48,1830.23,281.75,Proj6,Category2
2001-03-22,1437.4,1897.7,460.3,Proj4,Category2
2001-03-23,1337.88,1928.68,590.8,Proj4,Category2
2001-03-26,2567.5020000000004,2302.188,492.1,Proj5,Category2
2001-03-27,3919.0499999999997,3352.791,404.61,Proj9,Category3
2001-03-28,3852.8500000000004,3152.021,312.99,Proj9,Category3
2001-03-29,1386.09,1820.57,434.48,Proj8,Category3
2001-03-30,1380.09,1840.26,460.17,Proj6,Category2
2001-04-02,1306.03,1782.97,476.94,Proj8,Category3
2001-04-03,1215.56,1673.0,457.44,Proj4,Category2
2001-04-04,1194.92,1638.8,443.88,Proj2,Category1
2001-04-05,1213.62,1785.0,571.38,Proj6,Category2
2001-04-06,1188.95,1720.36,531.41,Proj6,Category2
2001-04-09,1430.17,1745.71,315.54,Proj1,Category1
2001-04-10,1326.64,1852.03,525.39,Proj4,Category2
2001-04-11,1549.49,1898.95,349.46,Proj3,Category1
2001-04-12,1517.83,1961.43,443.6,Proj3,Category1
2001-04-16,1360.65,1909.57,548.92,Proj2,Category1
2001-04-17,1364.92,1923.22,558.3,Proj3,Category1
2001-04-18,4099.925,3535.048,439.47,Proj9,Category3
2001-04-19,1501.47,2182.14,680.67,Proj8,Category3
2001-04-20,1589.37,2163.41,574.04,Proj4,Category2
2001-04-23,1552.6,2059.32,506.72,Proj7,Category3
2001-04-24,3038.4249999999997,3428.2369999999996,801.24,Proj9,Category3
2001-04-25,1627.2,2059.8,432.6,Proj8,Category3
2001-04-26,1839.39,2034.88,195.49,Proj6,Category2
2001-04-27,1630.97,2075.68,444.71,Proj7,Category3
2001-04-30,1599.02,2116.24,517.22,Proj2,Category1
2001-05-01,1680.15,2168.24,488.09,Proj2,Category1
2001-05-02,1618.23,2220.6,602.37,Proj8,Category3
2001-05-03,4111.275,3648.5399999999995,501.69,Proj9,Category3
2001-05-04,1814.18,2191.53,377.35,Proj2,Category1
2001-05-07,1519.92,2173.57,653.65,Proj4,Category2
2001-05-08,1568.01,2198.77,630.76,Proj3,Category1
2001-05-09,1656.35,2156.63,500.28,Proj4,Category2
2001-05-10,1653.11,2128.86,475.75,Proj6,Category2
2001-05-11,4379.075000000001,3582.6309999999994,355.8,Proj9,Category3
2001-05-14,1525.59,2081.92,556.33,Proj4,Category2
2001-05-15,1621.74,2085.58,463.84,Proj3,Category1
2001-05-16,1715.15,2166.44,451.29,Proj1,Category1
2001-05-17,1708.6,2193.68,485.08,Proj4,Category2
2001-05-18,1516.79,2198.88,682.09,Proj3,Category1
2001-05-21,1831.4,2305.59,474.19,Proj7,Category3
2001-05-22,1727.14,2313.85,586.71,Proj3,Category1
2001-05-23,4492.75,3813.9159999999997,446.38,Proj9,Category3
2001-05-24,3176.5860000000002,2738.424,517.25,Proj5,Category2
2001-05-25,3054.222,2701.2360000000003,554.24,Proj5,Category2
2001-05-29,1740.88,2175.54,434.66,Proj4,Category2
2001-05-30,1649.0,2084.5,435.5,Proj6,Category2
2001-05-31,1749.52,2110.49,360.97,Proj8,Category3
2001-06-01,2995.434,2579.328,485.31,Proj5,Category2
2001-06-04,2599.326,2587.1159999999995,711.86,Proj5,Category2
2001-06-05,1819.74,2233.66,413.92,Proj8,Category3
2001-06-06,1690.98,2217.73,526.75,Proj8,Category3
2001-06-07,1753.27,2264.0,510.73,Proj7,Category3
2001-06-08,1755.69,2215.1,459.41,Proj7,Category3
2001-06-11,2873.9700000000003,2604.936,574.13,Proj5,Category2
2001-06-12,1695.04,2169.95,474.91,Proj2,Category1
2001-06-13,1614.07,2121.66,507.59,Proj7,Category3
2001-06-14,1742.81,2044.07,301.26,Proj6,Category2
2001-06-15,1515.15,2028.43,513.28,Proj2,Category1
2001-06-18,3737.4,3380.6710000000003,493.67,Proj9,Category3
2001-06-19,1463.78,1992.66,528.88,Proj2,Category1
2001-06-20,1522.22,2031.24,509.02,Proj8,Category3
2001-06-21,3782.8250000000003,3499.8920000000003,545.63,Proj9,Category3
2001-06-22,1713.31,2034.84,321.53,Proj1,Category1
2001-06-25,1439.43,2050.87,611.44,Proj6,Category2
2001-06-26,3444.925,3509.854,686.65,Proj9,Category3
2001-06-27,1517.3,2074.74,557.44,Proj8,Category3
2001-06-28,1587.76,2125.46,537.7,Proj1,Category1
2001-06-29,1642.69,2160.54,517.85,Proj2,Category1
2001-07-02,1643.51,2148.72,505.21,Proj1,Category1
2001-07-03,4055.4500000000003,3639.36,518.62,Proj9,Category3
2001-07-05,1625.57,2080.11,454.54,Proj1,Category1
2001-07-06,1398.02,2004.16,606.14,Proj8,Category3
2001-07-09,1475.23,2026.71,551.48,Proj2,Category1
2001-07-10,1441.64,1962.79,521.15,Proj8,Category3
2001-07-11,1356.53,1972.04,615.51,Proj8,Category3
2001-07-12,4008.1,3528.7579999999994,472.5,Proj9,Category3
2001-07-13,1758.0,2084.79,326.79,Proj8,Category3
2001-07-16,2999.268,2434.944,362.86,Proj5,Category2
2001-07-17,1576.08,2067.32,491.24,Proj3,Category1
2001-07-18,1535.59,2016.17,480.58,Proj7,Category3
2001-07-19,1490.73,2046.59,555.86,Proj3,Category1
2001-07-20,1632.89,2029.37,396.48,Proj2,Category1
2001-07-23,1471.94,1988.56,516.62,Proj7,Category3
2001-07-24,2617.254,2351.0879999999997,505.21,Proj5,Category2
2001-07-25,1552.27,1984.32,432.05,Proj4,Category2
2001-07-26,1565.96,2022.96,457.0,Proj3,Category1
2001-07-27,1458.21,2029.07,570.86,Proj3,Category1
2001-07-30,1429.92,2017.84,587.92,Proj4,Category2
2001-07-31,1648.31,2027.13,378.82,Proj6,Category2
2001-08-01,1374.39,2068.38,693.99,Proj4,Category2
2001-08-02,1528.67,2087.38,558.71,Proj7,Category3
2001-08-03,4057.4,3512.761,443.37,Proj9,Category3
2001-08-06,2651.13,2441.112,561.41,Proj5,Category2
2001-08-07,1439.1,2027.79,588.69,Proj6,Category2
2001-08-08,1371.02,1966.36,595.34,Proj1,Category1
2001-08-09,1586.75,1963.32,376.57,Proj1,Category1
2001-08-10,3671.5750000000003,3325.999,487.84,Proj9,Category3
2001-08-13,1534.66,1982.25,447.59,Proj8,Category3
2001-08-14,1527.85,1964.53,436.68,Proj1,Category1
2001-08-15,3823.675,3262.1130000000003,389.42,Proj9,Category3
2001-08-16,1517.08,1930.32,413.24,Proj3,Category1
2001-08-17,1223.78,1867.01,643.23,Proj1,Category1
2001-08-20,3453.05,3198.2949999999996,500.13,Proj9,Category3
2001-08-21,3532.6499999999996,3113.21,418.24,Proj9,Category3
2001-08-22,1329.49,1860.01,530.52,Proj1,Category1
2001-08-23,1364.25,1842.97,478.72,Proj3,Category1
2001-08-24,1594.13,1916.8,322.67,Proj1,Category1
2001-08-27,1180.95,1912.41,731.46,Proj8,Category3
2001-08-28,2461.3740000000003,2237.976,497.55,Proj5,Category2
2001-08-29,3815.1,3133.389,317.13,Proj9,Category3
2001-08-30,1468.99,1791.68,322.69,Proj2,Category1
2001-08-31,1370.47,1805.43,434.96,Proj7,Category3
2001-09-04,1388.33,1770.78,382.45,Proj1,Category1
2001-09-05,1128.25,1759.01,630.76,Proj1,Category1
2001-09-06,1146.45,1705.64,559.19,Proj1,Category1
2001-09-07,2749.95,2869.09,587.72,Proj9,Category3
2001-09-10,1408.97,1695.38,286.41,Proj8,Category3
2001-09-17,2777.9750000000004,2685.2349999999997,468.36,Proj9,Category3
2001-09-18,1147.57,1555.08,407.51,Proj6,Category2
2001-09-19,1166.0,1527.8,361.8,Proj1,Category1
2001-09-20,1144.06,1470.93,326.87,Proj4,Category2
2001-09-21,934.33,1423.19,488.86,Proj3,Category1
2001-09-24,2002.59,1799.28,386.85,Proj5,Category2
2001-09-25,1175.42,1501.64,326.22,Proj6,Category2
2001-09-26,1138.1,1464.04,325.94,Proj1,Category1
2001-09-27,1064.67,1460.71,396.04,Proj6,Category2
2001-09-28,1116.5,1498.8,382.3,Proj6,Category2
2001-10-01,2970.9500000000003,2516.782,292.08,Proj9,Category3
2001-10-02,1245.62,1492.33,246.71,Proj2,Category1
2001-10-03,2836.0750000000003,2687.377,446.38,Proj9,Category3
2001-10-04,2858.9249999999997,2715.4269999999997,453.74,Proj9,Category3
2001-10-05,1156.04,1605.3,449.26,Proj3,Category1
2001-10-08,1097.59,1605.95,508.36,Proj2,Category1
2001-10-09,2927.275,2669.323,399.28,Proj9,Category3
2001-10-10,1251.15,1626.26,375.11,Proj2,Category1
2001-10-11,2254.356,2041.764,449.05,Proj5,Category2
2001-10-12,1088.49,1703.4,614.91,Proj2,Category1
2001-10-15,1211.27,1696.31,485.04,Proj1,Category1
2001-10-16,1243.02,1722.07,479.05,Proj3,Category1
2001-10-17,1204.59,1646.34,441.75,Proj4,Category2
2001-10-18,1069.89,1652.72,582.83,Proj8,Category3
2001-10-19,3065.65,2841.227,445.05,Proj9,Category3
2001-10-22,1268.04,1708.08,440.04,Proj2,Category1
2001-10-23,1334.53,1704.44,369.91,Proj7,Category3
2001-10-24,1404.06,1731.54,327.48,Proj3,Category1
